uf,season,week,P25,P50,P75,P90,P95
PA,2023-2024,27,254,339,357.45000000000005,619.1000000000001,747.0999999999999
PA,2023-2024,28,243,332,349,610.2000000000003,745.0999999999999
PA,2023-2024,29,226,307,327,572.700000000001,719
PA,2023-2024,30,212,286,302,550,659.05
PA,2023-2024,31,198,271,285.45000000000005,497.10000000000014,624.05
PA,2023-2024,32,188,250,264,459.10000000000014,555.05
PA,2023-2024,33,165,226,239.45000000000005,395,501.04999999999995
PA,2023-2024,34,152,205,217,376,443
PA,2023-2024,35,131,182,193.45000000000005,330,414.0999999999999
PA,2023-2024,36,123,164,173,305,380
PA,2023-2024,37,112,153,161,275.10000000000014,338
PA,2023-2024,38,101,138,145,250,313
PA,2023-2024,39,92,122,129,232.10000000000014,280.04999999999995
PA,2023-2024,40,89,118,125,218,268
PA,2023-2024,41,81,109,116,205,249
PA,2023-2024,42,82,112,118,197.10000000000014,248.04999999999995
PA,2023-2024,43,80,108,114,199.10000000000014,240.04999999999995
PA,2023-2024,44,78.75,105,112,195.10000000000014,237.04999999999995
PA,2023-2024,45,78,104,110,191,229
PA,2023-2024,46,74,101,106,179,212.04999999999995
PA,2023-2024,47,74,98,104,176,209
PA,2023-2024,48,70,95,102,176,214
PA,2023-2024,49,69,93,98.45000000000005,168,202.04999999999995
PA,2023-2024,50,70,94,99,169.10000000000014,206
PA,2023-2024,51,68,92,96,164,199
PA,2023-2024,52,66,90,96,166,201.04999999999995
PB,2023-2024,1,100,164,179.45000000000005,464,606.05
PB,2023-2024,2,92,154,169,409.10000000000014,550.1499999999999
PB,2023-2024,3,82,138,150,371.10000000000014,493.04999999999995
PB,2023-2024,4,80,131,143,347,474.0999999999999
PB,2023-2024,5,74,124,136,340,451.2499999999998
PB,2023-2024,6,72,121,135,320.10000000000014,439.04999999999995
PB,2023-2024,7,69,115,127,330,440.04999999999995
PB,2023-2024,8,69,113.5,125,320.10000000000014,423
PB,2023-2024,9,70,115,124,312,430.04999999999995
PB,2023-2024,10,69,119,130.45000000000005,322,445.1999999999998
PB,2023-2024,11,71,120,133,348,494.04999999999995
PB,2023-2024,12,78,126,138,363.2000000000003,507.2499999999998
PB,2023-2024,13,84,142,155,387.2000000000003,552
PB,2023-2024,14,91,156,174,436.2000000000003,584.05
PB,2023-2024,15,105,169,185,461,649.3499999999997
PB,2023-2024,16,115.75,195,211,521.2000000000003,711.05
PB,2023-2024,17,128,218,240,590.1000000000001,766.2499999999998
PB,2023-2024,18,153,243,265.45000000000005,689.1000000000001,930.1999999999998
PB,2023-2024,19,166,283,309,745,1025.05
PB,2023-2024,20,181,311,336.45000000000005,801.3000000000004,1129.1499999999999
PB,2023-2024,21,199,337,363,924.1000000000001,1251.3999999999996
PB,2023-2024,22,220.75,358,395,987.2000000000003,1377.1499999999999
PB,2023-2024,23,238,382,417,1087.2000000000003,1529.3999999999996
PB,2023-2024,24,246,414.5,458.45000000000005,1142,1562.5499999999986
PB,2023-2024,25,266,449.5,497.45000000000005,1174.3000000000004,1732.1999999999998
PB,2023-2024,26,286.75,479,527.45,1383.2000000000003,1874.8999999999992
PB,2023-2024,27,308,504,560,1375.2000000000003,1904.1
PB,2023-2024,28,321,539,582,1450.6000000000008,2052.899999999999
PB,2023-2024,29,346,574.5,636,1655.5000000000007,2284.6499999999987
PB,2023-2024,30,349,589,647,1600.3000000000004,2197.849999999999
PB,2023-2024,31,362.75,599,669.45,1621.2000000000003,2186.5999999999985
PB,2023-2024,32,383.75,635,700,1647.4000000000005,2348.149999999999
PB,2023-2024,33,365,617.5,682,1718.3000000000004,2391.7499999999995
PB,2023-2024,34,354,597,654.45,1622.2000000000003,2140.2999999999997
PB,2023-2024,35,342.75,573,627.45,1500.6000000000008,2056.899999999999
PB,2023-2024,36,339,563,615,1501.1000000000001,2144
PB,2023-2024,37,316.75,520.5,572,1462.1000000000001,1983.3499999999997
