uf,season,week,P25,P50,P75,P90,P95
PB,2022-2023,42,260,453,495.45000000000005,1234.2000000000003,1904.05
PB,2022-2023,43,252,413,452,1214.6000000000008,1723.1499999999999
PB,2022-2023,44,223,387,428.45000000000005,1084.6000000000008,1546.5499999999995
PB,2022-2023,45,213,366,403,1031.1000000000001,1434.2499999999998
PB,2022-2023,46,190,315,349.45000000000005,884,1301.1
PB,2022-2023,47,169.75,300,328,883.6000000000008,1226.6499999999994
PB,2022-2023,48,160.75,273,302,749,1093.1499999999999
PB,2022-2023,49,145,249,278,684,961.1999999999998
PB,2022-2023,50,128,222,244,633,883.7999999999993
PB,2022-2023,51,119,198,215,542.1000000000001,795.3999999999996
PB,2022-2023,52,107,182,203,502.5000000000007,667.05
PE,2022-2023,1,345,594,650,1698.2000000000003,2437.0499999999984
PE,2022-2023,2,341,581,646,1758.5000000000007,2680.5499999999993
PE,2022-2023,3,329,563.5,624.45,1646.5000000000007,2470.6499999999983
PE,2022-2023,4,339,561,606,1621,2241.2999999999984
PE,2022-2023,5,329,542,607,1736.2000000000003,2643.2
PE,2022-2023,6,333,560,626.45,1648.0000000000014,2386.0999999999985
PE,2022-2023,7,334,581,646.45,1663.1000000000001,2359.0999999999976
PE,2022-2023,8,348,573.5,627.45,1605.2000000000003,2408.05
PE,2022-2023,9,350,586,645,1719.0000000000014,2447.3999999999996
PE,2022-2023,10,353,590.5,649.45,1696.5000000000007,2354.1499999999996
PE,2022-2023,11,369,628,680.45,1709.1000000000001,2431.5
PE,2022-2023,12,374,614.5,680.45,1796.1000000000001,2771.1000000000004
PE,2022-2023,13,396.75,649.5,730.45,1905.1000000000001,2627.7
PE,2022-2023,14,417,687.5,765,1929.800000000001,2872.5999999999995
PE,2022-2023,15,442,743.5,808.45,2012.2000000000003,3004.5999999999985
PE,2022-2023,16,471.5,755.5,832.9000000000001,2153,3149.649999999999
PE,2022-2023,17,478,821,898.8000000000002,2303.3000000000006,3374.2999999999997
PE,2022-2023,18,502.75,837,921.45,2298.1000000000004,3151.8999999999996
PE,2022-2023,19,543,904,996,2612.4000000000005,3666.3499999999995
PE,2022-2023,20,596.5,963.5,1072.45,2554,3615.05
PE,2022-2023,21,608,1013,1110.3500000000001,2715.1000000000004,3753.499999999999
PE,2022-2023,22,625.75,995,1100.3500000000001,2840.4000000000005,3858.1499999999996
PE,2022-2023,23,680,1099.5,1197.3500000000001,3106.1000000000004,4512.649999999999
PE,2022-2023,24,696.75,1144,1257.9,3310,4365.0999999999985
PE,2022-2023,25,754,1228,1350.45,3337.5000000000005,4618.249999999999
PE,2022-2023,26,769,1292.5,1394.9,3545.100000000003,5100.65
PE,2022-2023,27,843,1356.5,1462.9,3736,5195.1
PE,2022-2023,28,898.75,1423.5,1579.9,4093.2000000000016,5802.849999999997
PE,2022-2023,29,945.75,1538,1683,4174.6,5622.599999999995
PE,2022-2023,30,999.75,1625.5,1764,4220.800000000001,5790.9
PE,2022-2023,31,1004,1608,1761.45,4690.6,6371.35
PE,2022-2023,32,1042.25,1663.5,1832,4388.6,6342.35
PE,2022-2023,33,1020,1610.5,1793.8000000000002,4677.800000000001,6192.399999999999
PE,2022-2023,34,959.5,1566,1716.9,4298.600000000002,6199.399999999994
PE,2022-2023,35,956,1526,1661.9,4149.4000000000015,5714.3499999999985
PE,2022-2023,36,910,1457,1600.9,4034.4000000000005,5611.1
PE,2022-2023,37,845.5,1367,1507,3836.1000000000004,5528.299999999999
PE,2022-2023,38,779.75,1294,1410.45,3712.4000000000024,5311.1
PE,2022-2023,39,745.25,1230,1346.9,3521.700000000004,5168.049999999998
PE,2022-2023,40,690,1127,1235.45,3358.600000000001,4647.1
PE,2022-2023,41,645.5,1101.5,1204.45,3017.800000000001,4086.1499999999996
PE,2022-2023,42,596.75,981,1085.45,2786.3,3951.449999999997
PE,2022-2023,43,572.75,924,1009,2687.2000000000007,4119.7999999999965
PE,2022-2023,44,536.5,872,952,2602.3,3633
PE,2022-2023,45,489.75,791.5,875.9000000000001,2463.1000000000004,3130.6499999999983
PE,2022-2023,46,464,767,859,2264.500000000001,3304.3499999999995
PE,2022-2023,47,432,735,814,2182.1000000000004,2968.05
PE,2022-2023,48,424.75,698,755.45,1985.2000000000003,2933.5999999999985
PE,2022-2023,49,389.75,648,714.9000000000001,2025,2721.4499999999994
PE,2022-2023,50,389,660.5,713.45,1902,2764.549999999999
PE,2022-2023,51,362,623,684.45,1919.3000000000004,2747.8499999999995
PE,2022-2023,52,350.75,594.5,652.45,1766.4000000000005,2636.5499999999993
PI,2022-2023,1,17,28,31,76.10000000000014,103
PI,2022-2023,2,15,25,27,72,98
PI,2022-2023,3,15,24,26,65,92.04999999999995
PI,2022-2023,4,15,24,26,67,90.04999999999995
PI,2022-2023,5,15,24,27,68,96.04999999999995
PI,2022-2023,6,15,25,28,68.10000000000014,102.04999999999995
PI,2022-2023,7,16,26,28,70,100.04999999999995
PI,2022-2023,8,16,27,30,73,108
PI,2022-2023,9,17,28,31,80,108
PI,2022-2023,10,18,30,33,84,124.04999999999995
PI,2022-2023,11,20,33,37,95,129.04999999999995
PI,2022-2023,12,22,36,40,103,143
PI,2022-2023,13,27,43,47,121,161.24999999999977
PI,2022-2023,14,33,52,57,133,181.04999999999995
PI,2022-2023,15,38,61,66,167,228
PI,2022-2023,16,47,72.5,80,189,255
PI,2022-2023,17,57,90,97.45000000000005,214.10000000000014,296.04999999999995
PI,2022-2023,18,64,103.5,112,253.10000000000014,337
PI,2022-2023,19,75,119,127,301,408
PI,2022-2023,20,87,133,145.45000000000005,340,457.2499999999998
PI,2022-2023,21,100,154.5,167,388.10000000000014,512.1999999999998
PI,2022-2023,22,117,180,195,434,587
PI,2022-2023,23,132,207,222,478.2000000000003,656.0999999999999
PI,2022-2023,24,153,228,246,573,751
PI,2022-2023,25,171.75,256.5,279,641.4000000000005,844.1999999999998
PI,2022-2023,26,199,297,321.45000000000005,706,941.2999999999997
PI,2022-2023,27,225,340,369,803.1000000000001,1066
PI,2022-2023,28,249,373.5,400,836.1000000000001,1132
PI,2022-2023,29,258,378.5,412.45000000000005,902,1238.2999999999997
PI,2022-2023,30,272.75,405,437,950.4000000000005,1238
PI,2022-2023,31,270,400.5,433,909,1194.05
PI,2022-2023,32,265.75,397,433.45000000000005,917.1000000000001,1222.1499999999999
PI,2022-2023,33,252,367,394,852.2000000000003,1174.6499999999994
PI,2022-2023,34,235,342,367,793,1051.1999999999998
PI,2022-2023,35,210,310.5,333,720.1000000000001,948.1499999999999
PI,2022-2023,36,186,273,292.45000000000005,651,885.1999999999998
PI,2022-2023,37,160,247,262,561.1000000000001,750.1999999999998
PI,2022-2023,38,141,212,230,490.10000000000014,697.1499999999999
PI,2022-2023,39,121,182,193.45000000000005,438.10000000000014,589.0999999999999
PI,2022-2023,40,103,157,171.45000000000005,378.10000000000014,485.0999999999999
PI,2022-2023,41,92,139,151,332,451.14999999999986
PI,2022-2023,42,80,124,136.45000000000005,303,402.0999999999999
PI,2022-2023,43,71,111,119.45000000000005,265,361
PI,2022-2023,44,62,97,106,251.20000000000027,345.04999999999995
PI,2022-2023,45,55,84,90,206.10000000000014,279.04999999999995
PI,2022-2023,46,46,73,79,186,258.0999999999999
PI,2022-2023,47,39,62,67,157.10000000000014,237.19999999999982
PI,2022-2023,48,33,51,56,131,182.04999999999995
PI,2022-2023,49,28,44,48,113,154
PI,2022-2023,50,24,39,43,99,140.04999999999995
PI,2022-2023,51,21,34.5,37,91,132
PI,2022-2023,52,18,30,33,81,117
PR,2022-2023,1,512,800,882,2146.9000000000015,2950.05
PR,2022-2023,2,540.5,836.5,921,2353.2,3107.6999999999985
PR,2022-2023,3,568.75,887,968,2299,3207.1499999999987
PR,2022-2023,4,591,919.5,1001.45,2484.600000000001,3283.3999999999987
PR,2022-2023,5,639,1005.5,1094,2552.500000000001,3613.0499999999993
PR,2022-2023,6,668.75,1031.5,1133.45,2748.9000000000015,3824.499999999999
PR,2022-2023,7,715.75,1140.5,1239.45,3038.4000000000005,4167.25
PR,2022-2023,8,760.75,1219.5,1306.3500000000001,3127.000000000008,4416.1
PR,2022-2023,9,807.5,1273,1384.3500000000001,3186.2000000000003,4364
PR,2022-2023,10,856,1351,1461.3500000000001,3458.2000000000003,4755.25
PR,2022-2023,11,949,1428.5,1557,3648.000000000002,4911.4
PR,2022-2023,12,1014,1568,1699.8000000000002,4311.1,6042.399999999999
PR,2022-2023,13,1155.75,1772.5,1933,4443.7000000000035,6252.5
PR,2022-2023,14,1326.75,2078.5,2245,5042.900000000004,6953.749999999998
PR,2022-2023,15,1497.75,2372.5,2555.45,6093.100000000004,8509.05
PR,2022-2023,16,1707,2666.5,2949,6891.000000000001,9546.949999999997
PR,2022-2023,17,1960.5,2965.5,3206.25,8031.300000000002,11067.599999999999
PR,2022-2023,18,2179.75,3474.5,3732.45,8968.200000000003,13539.2
PR,2022-2023,19,2427.25,3900.5,4232.700000000001,10123.800000000003,13715.049999999985
PR,2022-2023,20,2689.75,4249,4566,11145.3,16018.549999999997
PR,2022-2023,21,2885.5,4582.5,4961.050000000001,11878.600000000002,16914.649999999998
PR,2022-2023,22,3002,4799.5,5210.8,12539.5,17551.1
PR,2022-2023,23,3166.75,4984,5452.35,12833.100000000008,16880.55
PR,2022-2023,24,3324.75,5180.5,5723.85,13810.200000000006,19845.84999999999
PR,2022-2023,25,3315.25,5095.5,5495.35,13639.50000000001,18659.25
PR,2022-2023,26,3325.75,5153,5600.950000000001,13488.200000000006,19400.149999999994
PR,2022-2023,27,3273.75,4964.5,5420.25,12861.800000000005,18682.89999999999
PR,2022-2023,28,2923.75,4730.5,5180.4000000000005,12699.500000000002,16960.05
PR,2022-2023,29,2717,4405,4808.45,11281.1,16733.399999999994
PR,2022-2023,30,2483,3888,4224.6,10234.000000000004,14624.299999999997
PR,2022-2023,31,2088.75,3403,3733.3500000000004,8754.400000000001,12474.899999999996
PR,2022-2023,32,1850.25,2870.5,3156.45,7215.100000000002,10390.049999999997
PR,2022-2023,33,1483.75,2316,2535,6105.700000000003,8833
PR,2022-2023,34,1245,1937,2143,5048.900000000005,7152.299999999999
PR,2022-2023,35,1031.5,1594,1757,4315.600000000001,5756.3499999999985
PR,2022-2023,36,839.75,1378.5,1507,3450.800000000001,4753.449999999999
PR,2022-2023,37,718,1149,1270,2976.1000000000004,4194.3499999999995
PR,2022-2023,38,644,998.5,1078,2671.1000000000004,3515.5
PR,2022-2023,39,552.75,878,951.45,2198.2000000000003,3150.6499999999996
PR,2022-2023,40,481.75,765,826,1950.800000000001,2846.25
PR,2022-2023,41,436,679.5,734,1734.2000000000003,2472.05
PR,2022-2023,42,397,641.5,697.45,1617.2000000000003,2251.25
PR,2022-2023,43,378,608,656.45,1646.400000000002,2199.5
PR,2022-2023,44,352,578,630.45,1518.1000000000001,2181.1499999999996
PR,2022-2023,45,354.75,569,624,1489.5000000000007,2162.2999999999997
PR,2022-2023,46,370,584,630.45,1478,2148.6499999999987
PR,2022-2023,47,377.75,604.5,648.45,1513.2000000000003,2034
PR,2022-2023,48,381,610,664,1591.6000000000008,2336.45
PR,2022-2023,49,411.75,655,714,1688.4000000000005,2297.1499999999996
PR,2022-2023,50,440,690.5,743.45,1756.9000000000012,2530.2999999999997
PR,2022-2023,51,449,718,780,1919.2000000000003,2702.4999999999973
PR,2022-2023,52,484.75,759.5,829,1992.1000000000015,2905.3499999999995
RJ,2022-2023,1,97.75,169,190,621.3000000000004,934.2499999999998
RJ,2022-2023,2,100.75,180,199,607,954.3499999999997
RJ,2022-2023,3,111,188,209,630.2000000000003,941.3499999999997
RJ,2022-2023,4,116,200,220,675.1000000000001,1025.05
RJ,2022-2023,5,125,219,244,714.5000000000007,1131.5999999999995
RJ,2022-2023,6,131,225,254.45000000000005,740.2000000000003,1141.1999999999998
RJ,2022-2023,7,148,257,286,888.4000000000005,1429.05
RJ,2022-2023,8,157,281,306.45000000000005,978.2000000000016,1413.1999999999998
RJ,2022-2023,9,180,302.5,340,1079.1000000000001,1578.1499999999999
RJ,2022-2023,10,190,339,381.45000000000005,1150.1000000000001,1816.999999999999
RJ,2022-2023,11,218.75,381.5,421.45000000000005,1309.3000000000004,1950.099999999999
RJ,2022-2023,12,236,431,470.45000000000005,1431.3000000000004,2207.5499999999997
RJ,2022-2023,13,260,473.5,527,1553,2229.199999999999
RJ,2022-2023,14,291,501,560.8000000000002,1700.5000000000007,2681.3999999999996
RJ,2022-2023,15,312,538,595,1898.5000000000007,2796.3999999999996
RJ,2022-2023,16,330.5,577,633,1917.2000000000003,2680.3499999999995
RJ,2022-2023,17,348,605.5,675.45,2026.3000000000004,3199.7499999999995
RJ,2022-2023,18,366,624,696,2146.3,3249.449999999999
RJ,2022-2023,19,378.75,660.5,738,2191.0000000000014,3261.4999999999986
RJ,2022-2023,20,384,682,755.45,2145.3,3336.2
RJ,2022-2023,21,414,729,800,2396.6000000000035,3601.2499999999973
RJ,2022-2023,22,421,754,829.45,2529.1,3695.5
RJ,2022-2023,23,449,773,870,2677.4000000000005,4059.6999999999985
RJ,2022-2023,24,480.75,842,934,2793.6000000000004,4292.749999999998
RJ,2022-2023,25,508.75,864,962.45,2961.1,4486.4
RJ,2022-2023,26,517.5,885,974.9000000000001,3096.4000000000005,4464.05
RJ,2022-2023,27,523.5,902.5,1008,3291.700000000001,4527.35
RJ,2022-2023,28,539,939,1041,3035.1000000000013,4643.549999999999
RJ,2022-2023,29,544,925.5,1023.45,2932.900000000004,5042.999999999996
RJ,2022-2023,30,501,874.5,994.8000000000002,3055.1000000000026,5121.649999999998
RJ,2022-2023,31,480.75,839,946.9000000000001,2789.1000000000013,4385.499999999998
RJ,2022-2023,32,451.75,814.5,898.9000000000001,2658.2000000000003,4103.25
RJ,2022-2023,33,410.75,705.5,788.9000000000001,2575.2000000000007,4088.5499999999993
RJ,2022-2023,34,372.75,659,744,2275.1000000000004,3371.399999999998
RJ,2022-2023,35,329,570.5,636.45,1965.6000000000008,3120.1
RJ,2022-2023,36,288,497.5,548.45,1655.9000000000012,2541.0499999999997
RJ,2022-2023,37,249,441,506,1550.1000000000001,2271.1000000000004
RJ,2022-2023,38,224,401,448,1433.4000000000005,2230.2999999999997
RJ,2022-2023,39,198,358,398.9000000000001,1241.700000000001,1797.049999999999
RJ,2022-2023,40,178.75,306.5,343,1045,1724.2499999999998
RJ,2022-2023,41,149,272,301.45000000000005,996,1507.4999999999995
RJ,2022-2023,42,139,249,279,876.1000000000001,1320.3499999999997
RJ,2022-2023,43,122,221,247,752.1000000000001,1187.05
RJ,2022-2023,44,117,204,226.45000000000005,691.8000000000011,1083.1999999999998
RJ,2022-2023,45,107,185,203.45000000000005,675,975.2499999999998
RJ,2022-2023,46,101,178,201,567.1000000000001,879.3499999999997
RJ,2022-2023,47,95,169,186.45000000000005,580.2000000000003,898.4999999999995
RJ,2022-2023,48,93,163.5,183,557.1000000000001,823.05
RJ,2022-2023,49,91,160,176,535.1000000000001,798.1999999999998
RJ,2022-2023,50,93.75,162,179,565.1000000000001,849.05
RJ,2022-2023,51,93,163,182,608,922.4499999999996
RJ,2022-2023,52,95,160,179,543.700000000001,864.0999999999999
RN,2022-2023,1,92,160,183,499.10000000000014,742.05
RN,2022-2023,2,81,151,165.45000000000005,475.10000000000014,696
RN,2022-2023,3,80,141,155,459.6000000000008,741.05
RN,2022-2023,4,75,131,146,441.10000000000014,653.0999999999999
RN,2022-2023,5,68,125,144,417.10000000000014,614.5999999999995
RN,2022-2023,6,68,122.5,138.45000000000005,437.10000000000014,659.1499999999999
RN,2022-2023,7,70,123,136,425,612
RN,2022-2023,8,69.75,128,142,430.2000000000003,601.05
RN,2022-2023,9,70,130.5,147,418.10000000000014,618.1499999999999
RN,2022-2023,10,75,134,152,461,708
RN,2022-2023,11,77,146,162,498,741.1999999999998
RN,2022-2023,12,88,162,179,549.3000000000004,816.5999999999995
RN,2022-2023,13,102,181.5,204,652.2000000000003,956.1999999999998
RN,2022-2023,14,116,225,255,741,1093.1
RN,2022-2023,15,136,255,288,867.700000000001,1325.2999999999997
RN,2022-2023,16,165,299,337.45000000000005,1084,1645.4499999999996
RN,2022-2023,17,193,367,408,1365,2090.099999999998
RN,2022-2023,18,229,418,475.45000000000005,1441,2040.199999999999
RN,2022-2023,19,258.75,490,541.45,1664,2565.5499999999993
RN,2022-2023,20,301.75,525,593,1919.400000000002,2616.05
RN,2022-2023,21,317.75,585.5,661.45,1967.1000000000001,2863.45
RN,2022-2023,22,337,621,687.3500000000001,2126.7000000000007,3299.0499999999993
RN,2022-2023,23,357.75,639,718,2115.7000000000007,3248.25
RN,2022-2023,24,346.75,628.5,694.45,2137.300000000003,3092.3999999999996
RN,2022-2023,25,349,641.5,710,2218.4000000000005,3331.7499999999995
RN,2022-2023,26,348.75,650,702,2297.2,3491.05
RN,2022-2023,27,360.75,651,727.45,2172.7000000000007,3526.099999999998
RN,2022-2023,28,370,663,748.9000000000001,2283.2000000000007,3374.7999999999984
RN,2022-2023,29,380,690,770,2437.300000000002,3703.35
RN,2022-2023,30,403.75,737.5,810,2542.2000000000016,3681.299999999999
RN,2022-2023,31,407,720.5,808.45,2466.3,3771.299999999999
RN,2022-2023,32,403.75,736.5,836.45,2536.3,3655.5999999999995
RN,2022-2023,33,420.75,761,840.45,2620.2000000000003,3702.8499999999967
RN,2022-2023,34,406,714,798.45,2479.1000000000004,3739.6499999999996
RN,2022-2023,35,390,713,795,2375.1000000000004,3603.8999999999996
RN,2022-2023,36,374.75,690.5,780.9000000000001,2385.4000000000005,3444.25
RN,2022-2023,37,358.75,657,722.45,2316.2000000000003,3416.0499999999956
RN,2022-2023,38,346,626.5,711.45,2070.2000000000003,3036.7999999999984
RN,2022-2023,39,327,597.5,664,1954.5000000000007,2738.1499999999987
RN,2022-2023,40,318.75,547,604.45,1870.3000000000004,2687.6499999999996
RN,2022-2023,41,300,520,583.45,1791.6000000000008,2612.3499999999995
RN,2022-2023,42,299.75,505,563.9000000000001,1583.1000000000001,2300.349999999999
RN,2022-2023,43,259,456,515,1503.6000000000008,2198.25
RN,2022-2023,44,250,433,481.45000000000005,1363,2055.5999999999985
RN,2022-2023,45,232,412.5,455,1266.2000000000003,1953.149999999999
RN,2022-2023,46,207.75,362.5,401,1169.0000000000014,1780.999999999999
RN,2022-2023,47,183.75,314.5,340,993.8000000000011,1438.4499999999996
RN,2022-2023,48,161.75,290,326.45000000000005,916.1000000000001,1452.1
RN,2022-2023,49,141.75,253,281.45000000000005,822.4000000000005,1194.05
RN,2022-2023,50,128,229,251,746,1015.1999999999998
RN,2022-2023,51,111.75,201,222,620.2000000000003,902.5499999999995
RN,2022-2023,52,100,180,201,578.2000000000003,869.1999999999998
RO,2022-2023,1,21,36.5,41,118.10000000000014,170.0999999999999
RO,2022-2023,2,24,40,45,128.10000000000014,178
RO,2022-2023,3,26,45,49,136.10000000000014,192.04999999999995
RO,2022-2023,4,28,50,55.450000000000045,149,229.04999999999995
RO,2022-2023,5,33,58,64,176,253.04999999999995
RO,2022-2023,6,39,67,74,200,292.04999999999995
RO,2022-2023,7,46,77,86,234.20000000000027,323.0999999999999
RO,2022-2023,8,51.75,90,100,273.10000000000014,386.0999999999999
RO,2022-2023,9,59,100,111,302.10000000000014,433.04999999999995
RO,2022-2023,10,65,112.5,124,326.2000000000003,473
RO,2022-2023,11,71,125,138,373.2000000000003,582.4499999999996
RO,2022-2023,12,84,140,153,437,614.1499999999999
RO,2022-2023,13,93,162,181,497.2000000000003,688.0999999999999
RO,2022-2023,14,102,181,197.45000000000005,545,820.1499999999999
RO,2022-2023,15,114,200,222,612.1000000000015,896.05
RO,2022-2023,16,123,217,239,626.8000000000011,929.05
RO,2022-2023,17,133,228,251,671,973
RO,2022-2023,18,135.75,235,268.45000000000005,713.5000000000007,1054.1999999999998
RO,2022-2023,19,146.75,244,270,735.1000000000001,1042.1499999999999
RO,2022-2023,20,147,243,271,739.1000000000001,990.2999999999997
RO,2022-2023,21,143,246,274,710,1032.1999999999998
RO,2022-2023,22,139,236,265,707.1000000000001,981.0999999999999
RO,2022-2023,23,133.75,228,253,657.1000000000001,957.1499999999999
RO,2022-2023,24,131,219,238,637,879.2499999999998
RO,2022-2023,25,121,202.5,225,633.1000000000001,869.2999999999997
RO,2022-2023,26,111,191,212,568.2000000000003,799.1499999999999
RO,2022-2023,27,108,180,199,526.1000000000001,746.1999999999998
RO,2022-2023,28,97,169,188,496,730.0999999999999
RO,2022-2023,29,93,157,175,467.10000000000014,679.0999999999999
RO,2022-2023,30,82,147,161.45000000000005,445.10000000000014,626.2999999999997
RO,2022-2023,31,78,136,154,411.10000000000014,581.1499999999999
RO,2022-2023,32,74,129,143,382.10000000000014,540.1999999999998
RO,2022-2023,33,67,121,132.45000000000005,357.10000000000014,506.1999999999998
RO,2022-2023,34,63,108,122,324,465.04999999999995
RO,2022-2023,35,58,102,113.45000000000005,297.10000000000014,419.04999999999995
RO,2022-2023,36,55,95,105.45000000000005,291.10000000000014,420.0999999999999
RO,2022-2023,37,49,88,98,264.10000000000014,358.0999999999999
RO,2022-2023,38,49,83,92,250,352.04999999999995
RO,2022-2023,39,44,76,84,225.10000000000014,332.1999999999998
RO,2022-2023,40,40,74,81,216,303
RO,2022-2023,41,38,64,71,198,273
RO,2022-2023,42,34,61,69,185.20000000000027,254.04999999999995
RO,2022-2023,43,31,54,59,167,243.04999999999995
RO,2022-2023,44,28,48,54,153,215.14999999999986
RO,2022-2023,45,27,46,51,134.10000000000014,197.04999999999995
RO,2022-2023,46,24,41,46,119.10000000000014,175.04999999999995
RO,2022-2023,47,21,39,43,115.10000000000014,171
RO,2022-2023,48,21,36,40,112,165.04999999999995
RO,2022-2023,49,20,36,39,104.10000000000014,146.04999999999995
RO,2022-2023,50,20,34,38,104,144.0999999999999
RO,2022-2023,51,20,35,39,103,146.04999999999995
RO,2022-2023,52,21,38,41,107,158
RR,2022-2023,1,14,28,32,91,124
RR,2022-2023,2,15,28,30.450000000000045,84.10000000000014,112
RR,2022-2023,3,14,25.5,29,79.10000000000014,104
RR,2022-2023,4,13,25,28,78,111
RR,2022-2023,5,13,24,26,74.10000000000014,103.04999999999995
RR,2022-2023,6,13,25,28,75,101
RR,2022-2023,7,12,23,26,71,97
RR,2022-2023,8,12,22,25,70,91.09999999999991
RR,2022-2023,9,11,22,25,68,93
RR,2022-2023,10,12,23,26,70,97.04999999999995
RR,2022-2023,11,12,23,25,67.10000000000014,98
RR,2022-2023,12,12,22,25,71,101
RR,2022-2023,13,13,25,27,79.10000000000014,107
RR,2022-2023,14,13,25,28,75,109.04999999999995
RR,2022-2023,15,13,26,28,78,105.04999999999995
RR,2022-2023,16,13,26,29,77,110.04999999999995
RR,2022-2023,17,14,27,31,83,112.04999999999995
RR,2022-2023,18,14,27,30,84,119
RR,2022-2023,19,15,30,33,92,124.04999999999995
RR,2022-2023,20,16,29,33,92,125.04999999999995
RR,2022-2023,21,15,29,32,93.10000000000014,134
RR,2022-2023,22,15,30,33,92.10000000000014,133
RR,2022-2023,23,16,30,34,91,120
RR,2022-2023,24,16,31.5,35,100,138.14999999999986
RR,2022-2023,25,15,31,35,95,129.14999999999986
RR,2022-2023,26,17,31,34,92,130.04999999999995
RR,2022-2023,27,17,32,35,98,139
RR,2022-2023,28,17,34,38,107,145
RR,2022-2023,29,19,36,41,113,159
RR,2022-2023,30,19,37,42,112.10000000000014,158.0999999999999
RR,2022-2023,31,21.75,41,45,124,171
RR,2022-2023,32,21,42,47,134.10000000000014,176.04999999999995
RR,2022-2023,33,24,46,51,143,190.04999999999995
RR,2022-2023,34,24,47.5,53,150.10000000000014,214.0999999999999
RR,2022-2023,35,26.75,49,54,147.10000000000014,209.04999999999995
RR,2022-2023,36,27,55,60,164.10000000000014,222
RR,2022-2023,37,29,55,61,160.10000000000014,237
RR,2022-2023,38,29,55,61,171.10000000000014,222.04999999999995
RR,2022-2023,39,30,57,63,174.10000000000014,236
RR,2022-2023,40,29,57,65,179.10000000000014,243
RR,2022-2023,41,30,58,63,173,237
RR,2022-2023,42,31,59,65,172,238.0999999999999
RR,2022-2023,43,30,55,62,165.10000000000014,221.04999999999995
RR,2022-2023,44,28,55,62,165,224.04999999999995
RR,2022-2023,45,28,53,60,159,218.0999999999999
RR,2022-2023,46,26.75,50,55,152,205
RR,2022-2023,47,25,45,51,139.10000000000014,184
RR,2022-2023,48,21,42,47,129,175.04999999999995
RR,2022-2023,49,20,39,43,121,177.04999999999995
RR,2022-2023,50,19,35,39,112,150
RR,2022-2023,51,18,33,36,99.10000000000014,139.04999999999995
RR,2022-2023,52,15,31,35,94.10000000000014,127
RS,2022-2023,1,18,32,36.450000000000045,126,206.04999999999995
RS,2022-2023,2,19,35,40,137.10000000000014,221.04999999999995
RS,2022-2023,3,19,37,42,147,235.04999999999995
RS,2022-2023,4,21.75,40,44,162.10000000000014,264.04999999999995
RS,2022-2023,5,24,44,49,164.10000000000014,284.04999999999995
RS,2022-2023,6,26,48,54,196,341.04999999999995
RS,2022-2023,7,29,54,60,208,344
RS,2022-2023,8,31,57,64,218.50000000000068,354.14999999999986
RS,2022-2023,9,33,62,71,246,410.14999999999986
RS,2022-2023,10,37,67.5,75,267,451.14999999999986
RS,2022-2023,11,40,70,80,286,463.14999999999986
RS,2022-2023,12,45,81,91,329.2000000000003,560.1999999999998
RS,2022-2023,13,50,90,101,360.10000000000014,567.2999999999997
RS,2022-2023,14,55.75,99,112,382.10000000000014,645.0999999999999
RS,2022-2023,15,60.75,115.5,128,419.10000000000014,726.0999999999999
RS,2022-2023,16,65,124,141.45000000000005,459,731.1999999999998
RS,2022-2023,17,75,133,149,484.2000000000003,757.3499999999997
RS,2022-2023,18,84,153,171,580.4000000000005,862.0999999999999
RS,2022-2023,19,101,187,212,655,1064.5999999999995
RS,2022-2023,20,119,218,243,788.1000000000001,1268.7999999999993
RS,2022-2023,21,144,251,286,971.5000000000007,1687.1999999999998
RS,2022-2023,22,170,324.5,366.45000000000005,1195,1839.2999999999997
RS,2022-2023,23,204,351,401,1397.2000000000003,2292.6499999999996
RS,2022-2023,24,233.5,420.5,468,1626.800000000001,2562.049999999999
RS,2022-2023,25,267.75,476,540.45,1814.5000000000007,2749.3999999999996
RS,2022-2023,26,300.75,546.5,613.2500000000002,1998.1000000000001,3161.2
RS,2022-2023,27,304,575,641,2084.500000000002,3285.5499999999993
RS,2022-2023,28,302.75,553,620,2043.3000000000004,3252.449999999998
RS,2022-2023,29,281,525,594.2500000000002,2016.4000000000005,3490.749999999999
RS,2022-2023,30,240,431,487.9000000000001,1860.800000000001,3449.3499999999995
RS,2022-2023,31,199.75,367.5,423,1576.4000000000005,2511.8499999999995
RS,2022-2023,32,156,291.5,323,1221.1000000000001,2167.1000000000004
RS,2022-2023,33,122,220,248,891.2000000000003,1477.5499999999995
RS,2022-2023,34,91,167.5,192,728.1000000000001,1201.2499999999998
RS,2022-2023,35,69,127.5,143,557.1000000000001,939.0999999999999
RS,2022-2023,36,54,104,118,426.6000000000008,718.4499999999996
RS,2022-2023,37,42,79,90,325.10000000000014,581.3499999999997
RS,2022-2023,38,35,65,73,290.40000000000055,494.14999999999986
RS,2022-2023,39,29.75,54,61,223,366
RS,2022-2023,40,26,48,54,199,357
RS,2022-2023,41,22,42,48,172,276.0999999999999
RS,2022-2023,42,20,37,43,147.10000000000014,251.0999999999999
RS,2022-2023,43,19,34,38,141,241.0999999999999
RS,2022-2023,44,18,33,37,128.10000000000014,192
RS,2022-2023,45,16,30,33,123.10000000000014,219
RS,2022-2023,46,16,28,32,115,205.14999999999986
RS,2022-2023,47,15,27,29.450000000000045,102.20000000000027,173
RS,2022-2023,48,14,26,30,106,188.04999999999995
