macrocode,season,week,P25,P50,P75,P90,P95
3518,2024-2025,17,23.75,90,368.5,1267,2719.2499999999964
3518,2024-2025,18,27,113.5,442.25,1662,3657.9999999999964
3518,2024-2025,19,33,144,516.25,1810.3000000000004,4004.6499999999987
3518,2024-2025,20,36.75,145.5,603.75,2267.2000000000016,4945.549999999999
3518,2024-2025,21,41.75,166,687,2426.4000000000033,6105.099999999996
3518,2024-2025,22,50,196,789.25,2732.600000000001,5798.299999999996
3518,2024-2025,23,47,199.5,776.75,2792.0000000000036,6105.749999999995
3518,2024-2025,24,62,220,904,3115.3000000000047,6642.599999999997
3518,2024-2025,25,57,237,924.25,3452.4000000000024,7465.25
3518,2024-2025,26,63,267,966,3311.0000000000055,7178.5999999999985
3518,2024-2025,27,61,246,1018.25,3516.7000000000025,8490.249999999998
3518,2024-2025,28,63.75,270.5,982,3650.2000000000003,6837.449999999999
3518,2024-2025,29,60,245,958.25,3249.7000000000007,6838.75
3518,2024-2025,30,49,206.5,881.25,2964.000000000009,6594.449999999998
3518,2024-2025,31,44,175.5,685,2627.2000000000025,5023.7999999999965
3518,2024-2025,32,33,139,576.25,2266.3,4417.649999999998
3518,2024-2025,33,28,109.5,434,1596.400000000002,3206.2999999999984
3518,2024-2025,34,21,84,316.25,1232.0000000000014,2638.0499999999984
3518,2024-2025,35,14,58,237.75,938.1000000000001,1892.3499999999997
3518,2024-2025,36,13,50,203,661,1269.8499999999992
3518,2024-2025,37,9,36,143,522.5000000000007,1154.1999999999998
3518,2024-2025,38,6,27,106.25,389.10000000000014,927.2999999999988
3518,2024-2025,39,5,22,91,320.10000000000014,697.1999999999989
3518,2024-2025,40,4,17,75,248.3000000000004,523.4499999999996
3518,2024-2025,41,3,15,58,203,458.2499999999998
3518,2024-2025,42,3,12,50,181,365.04999999999995
3518,2024-2025,43,2,11,44,161,302.3499999999997
3518,2024-2025,44,2,10,38,148.10000000000014,301.04999999999995
3518,2024-2025,45,2,9,34,124,250.04999999999995
3518,2024-2025,46,2,8,32,120,255.0999999999999
3518,2024-2025,47,2,8,28,114.10000000000014,231.04999999999995
3518,2024-2025,48,2,7,30,112.10000000000014,240.4499999999996
3518,2024-2025,49,2,7,32,104.10000000000014,218.04999999999995
3518,2024-2025,50,2,7,29,110.10000000000014,236.19999999999982
3518,2024-2025,51,2,7,29,103.10000000000014,245.04999999999995
3518,2024-2025,52,2,7,31,113.10000000000014,238.19999999999982
3519,2024-2025,1,1,4,13,37,66.04999999999995
3519,2024-2025,2,1,4,13,41,68.04999999999995
3519,2024-2025,3,1,4,14,44,82
3519,2024-2025,4,1,5,16,44,82.14999999999986
3519,2024-2025,5,1,5,18,53.20000000000027,95
3519,2024-2025,6,2,6,21,56,100
3519,2024-2025,7,2,7,23,68,120.04999999999995
3519,2024-2025,8,2,8,27,73.10000000000014,142.24999999999977
3519,2024-2025,9,3,9,30,89,176.04999999999995
3519,2024-2025,10,3,11,38,114,212.04999999999995
3519,2024-2025,11,4,13,44.25,122,231.0999999999999
3519,2024-2025,12,5,16,51,155,302
3519,2024-2025,13,6,21,70,201,353
3519,2024-2025,14,7,26,87,236.10000000000014,503.04999999999995
3519,2024-2025,15,10,34.5,115,341,672.05
3519,2024-2025,16,13,44,152,413.00000000000136,771.2999999999997
3519,2024-2025,17,16,56,180.25,537.5000000000007,857.2499999999998
3519,2024-2025,18,21,72,245.25,703.1000000000015,1337.05
3519,2024-2025,19,28,94,307.25,892.9000000000026,1711.05
3519,2024-2025,20,33,115,368.25,1099.3000000000004,1991.9499999999991
3519,2024-2025,21,39,134,476.5,1297.1000000000001,2545.949999999999
3519,2024-2025,22,47,172,545.75,1610.1000000000015,2896.45
3519,2024-2025,23,58,192,637.5,1862.400000000002,3771.399999999994
3519,2024-2025,24,70,223,775,2207.400000000002,4017.2499999999995
3519,2024-2025,25,81,270.5,828.75,2536,4824.549999999999
3519,2024-2025,26,98,303,979.5,2634.9000000000024,5336.999999999996
3519,2024-2025,27,94,324,986.5,2892.500000000001,4869.5999999999995
3519,2024-2025,28,96,323,1066.75,2914.4000000000015,5172.149999999993
3519,2024-2025,29,93.75,292.5,994.5,2694.7000000000007,4975.399999999998
3519,2024-2025,30,79,267,908,2636.300000000002,5001.249999999999
3519,2024-2025,31,70,231,763.25,2155.800000000001,4002.049999999999
3519,2024-2025,32,59,190,617.5,1725.5000000000007,3165.5999999999985
3519,2024-2025,33,43.75,149,460.5,1433.9000000000012,2705.749999999999
3519,2024-2025,34,32,112,371.25,1058.4000000000005,1972.3999999999996
3519,2024-2025,35,23,80,254,734.1000000000001,1523.099999999999
3519,2024-2025,36,16,56,182,501.5000000000007,994.0999999999999
3519,2024-2025,37,11,38,129,371,689.4999999999995
3519,2024-2025,38,9,30,96.25,282.3000000000004,560
3519,2024-2025,39,6,22,71,206.3000000000004,411.2999999999997
3519,2024-2025,40,5,16,56,159,316.04999999999995
3519,2024-2025,41,4,13,41.25,122,227.49999999999955
3519,2024-2025,42,3,10,32,96.10000000000014,189.14999999999986
3519,2024-2025,43,2,9,28,84,162.29999999999973
3519,2024-2025,44,2,7,23,68.10000000000014,122.14999999999986
3519,2024-2025,45,1,6,20,59,117
3519,2024-2025,46,1,5,18,52,99.04999999999995
3519,2024-2025,47,1,5,15,44.100000000000136,87.04999999999995
3519,2024-2025,48,1,4,15,41,79
3519,2024-2025,49,1,4,15,40,76
3519,2024-2025,50,1,4,12,36.100000000000136,67.09999999999991
3519,2024-2025,51,1,4,13,34,65.04999999999995
3519,2024-2025,52,1,4,12,36,71
3520,2024-2025,1,8,22,52,116.10000000000014,203
3520,2024-2025,2,8,21,55,127.10000000000014,213.04999999999995
3520,2024-2025,3,8,23,57,128,211.0999999999999
3520,2024-2025,4,8,23,60,132,212.14999999999986
3520,2024-2025,5,9,24,60,132,213.04999999999995
3520,2024-2025,6,9,24,61.25,139.10000000000014,227
3520,2024-2025,7,9,25,64,153,273
3520,2024-2025,8,10,27,69,150.10000000000014,253.04999999999995
3520,2024-2025,9,10,29,70,154,278.14999999999986
3520,2024-2025,10,11,30,72,167.3000000000004,282.1999999999998
3520,2024-2025,11,11,32,76,168.10000000000014,267.04999999999995
3520,2024-2025,12,11.75,32,84.25,197,324
3520,2024-2025,13,15,40,97,202.10000000000014,368.2999999999997
3520,2024-2025,14,17,45,113.25,253.20000000000027,432
3520,2024-2025,15,20,53,135,312.10000000000014,496.04999999999995
3520,2024-2025,16,25,64,168.25,393.3000000000004,629.3499999999997
3520,2024-2025,17,29,78,202.25,466.10000000000014,752.05
3520,2024-2025,18,35,95.5,243.5,539.1000000000001,853.05
3520,2024-2025,19,44,112,280,654,1112
3520,2024-2025,20,51,126,318.5,717.1000000000001,1114.1
3520,2024-2025,21,55,156,400,929.1000000000001,1463
3520,2024-2025,22,61,157,395.25,928.1000000000001,1540.199999999998
3520,2024-2025,23,64,176,441.5,952.3000000000004,1502.7999999999993
3520,2024-2025,24,66,173,456.5,1046.1000000000001,1786.199999999998
3520,2024-2025,25,70.75,184.5,470.25,1046.1000000000001,1750.5499999999986
3520,2024-2025,26,69,182,481.5,1072.1000000000001,1875.2499999999998
3520,2024-2025,27,71,182,435,961.700000000001,1773.1
3520,2024-2025,28,71,172,426.25,970.9000000000012,1723.4499999999996
3520,2024-2025,29,64.75,167,409.25,977.700000000001,1761.1499999999999
3520,2024-2025,30,60,160,394,886.8000000000011,1539.4499999999996
3520,2024-2025,31,51,138,347,765.3000000000004,1351.2999999999997
3520,2024-2025,32,47,119,307,717.3000000000004,1164
3520,2024-2025,33,41,111.5,267,581.1000000000001,1025.05
3520,2024-2025,34,36,89.5,217,495.2000000000003,772.1499999999999
3520,2024-2025,35,28,72.5,178,379.10000000000014,649.4499999999996
3520,2024-2025,36,23,59,152,350,581.05
3520,2024-2025,37,21,52,132,289.3000000000004,505.04999999999995
3520,2024-2025,38,16,43.5,107,249.40000000000055,425.04999999999995
3520,2024-2025,39,13,35,86.25,204.10000000000014,313.0999999999999
3520,2024-2025,40,11,31,72,169.10000000000014,284.04999999999995
3520,2024-2025,41,9,23.5,61,132,216.14999999999986
3520,2024-2025,42,8,22,55,124.10000000000014,202.04999999999995
3520,2024-2025,43,7,19,47,109.10000000000014,192.0999999999999
3520,2024-2025,44,6.75,17,45,102.10000000000014,169.04999999999995
3520,2024-2025,45,6,15,41,89,142.04999999999995
3520,2024-2025,46,6,15,40,89.10000000000014,146.04999999999995
3520,2024-2025,47,6,16,41,94.10000000000014,144.04999999999995
3520,2024-2025,48,6,16,41,90.10000000000014,147.04999999999995
3520,2024-2025,49,6,16,41,97,159
3520,2024-2025,50,7,18,45,104.10000000000014,164.04999999999995
3520,2024-2025,51,7,19,49,118,183
3520,2024-2025,52,7,20,51,116,198
3521,2024-2025,1,7,25,76.25,250.10000000000014,475.04999999999995
3521,2024-2025,2,8,26,86.25,251.20000000000027,479.7499999999993
3521,2024-2025,3,8,27,85,249.20000000000027,489.1999999999998
3521,2024-2025,4,8,28,92,273.10000000000014,547.05
3521,2024-2025,5,8,27,93,280,560
3521,2024-2025,6,8,30,96.25,292,572.05
3521,2024-2025,7,9,31.5,107,322.2000000000003,609.4999999999995
3521,2024-2025,8,10,34,118,338,725.9499999999982
3521,2024-2025,9,10,36,120.25,375.10000000000014,739.2499999999998
3521,2024-2025,10,10,39,132.25,406.3000000000004,811.2999999999997
3521,2024-2025,11,13,44,144,482.2000000000003,1021.05
3521,2024-2025,12,14,45.5,153,522.2000000000003,1031.1499999999999
3521,2024-2025,13,16,54,179.25,586.4000000000005,1274.049999999999
3521,2024-2025,14,18,61,214.25,653.1000000000001,1432.2999999999997
3521,2024-2025,15,21,68.5,214,712.1000000000001,1430.05
3521,2024-2025,16,25,81.5,279,846.0000000000014,1551.7499999999993
3521,2024-2025,17,31,93,326.25,1053.2000000000003,1901.1
3521,2024-2025,18,34,124.5,392.5,1070.1000000000001,2233.649999999999
3521,2024-2025,19,38,125,487.5,1502.2000000000016,3060.4999999999995
3521,2024-2025,20,48,167.5,560,1716.3000000000004,3357.749999999998
3521,2024-2025,21,51,190,657.5,2158.1000000000085,4219.099999999994
3521,2024-2025,22,68,245,765.25,2226.900000000005,4486.749999999998
3521,2024-2025,23,82,261.5,943.5,2881.400000000006,5887.799999999999
3521,2024-2025,24,93.75,320.5,1072.25,3824.3000000000075,7900.3499999999995
3521,2024-2025,25,111,401,1383.25,4397.2,8172.949999999999
3521,2024-2025,26,134,463.5,1514.75,5053.300000000004,9936.249999999998
3521,2024-2025,27,144,500.5,1675.25,5481.200000000005,10830.899999999994
3521,2024-2025,28,158,524.5,1737.25,5473.400000000003,11017.999999999998
3521,2024-2025,29,147.75,524.5,1720,5361.700000000001,10241.449999999988
3521,2024-2025,30,130,451.5,1622.75,4845.500000000004,10065.549999999992
3521,2024-2025,31,125.75,414,1466,4475.500000000005,9181.199999999997
3521,2024-2025,32,100,325,1081.5,3531.500000000001,7329.749999999998
3521,2024-2025,33,74,250,874.5,2823.1000000000026,5597.15
3521,2024-2025,34,61,206.5,685.5,2067.6000000000035,4125.0999999999995
3521,2024-2025,35,42,149,461,1522.200000000003,3124.1499999999996
3521,2024-2025,36,34,103.5,357,1171.6000000000008,2340.8499999999985
3521,2024-2025,37,23,84,281,854.5000000000007,1464.7999999999993
3521,2024-2025,38,20,68,226,661.1000000000001,1308.5499999999995
3521,2024-2025,39,15,51,171.25,514.1000000000001,1149.4999999999995
3521,2024-2025,40,11,41,144.25,442,960.4999999999995
3521,2024-2025,41,10,33,123.25,341.10000000000014,771
3521,2024-2025,42,8,29,93,300.10000000000014,642.05
3521,2024-2025,43,7,26,89,267.10000000000014,546.9999999999991
3521,2024-2025,44,6,23,70,213.10000000000014,454.1999999999998
3521,2024-2025,45,5,19,65.25,201.3000000000004,398.2999999999997
3521,2024-2025,46,5,19,63,193.10000000000014,410.4499999999996
3521,2024-2025,47,5,18,58,190.10000000000014,396.59999999999945
3521,2024-2025,48,5,19,63,197.10000000000014,400.0999999999999
3521,2024-2025,49,5,19,66,198,405.3499999999997
3521,2024-2025,50,6,20,72,211,405.2499999999998
3521,2024-2025,51,7,23,73,206.10000000000014,401.7999999999993
3521,2024-2025,52,7,23,76,221.10000000000014,422.3499999999997
3522,2024-2025,1,1,3,9,29,52.049999999999955
3522,2024-2025,2,1,3,10,27.100000000000136,63
3522,2024-2025,3,1,3,11,31,59
3522,2024-2025,4,1,3,10,30,57
3522,2024-2025,5,1,3,11,33,62
3522,2024-2025,6,1,3,11,31,61.049999999999955
3522,2024-2025,7,1,4,12,34,63
3522,2024-2025,8,1,4,12,35,70.04999999999995
3522,2024-2025,9,1,4,13,39,76.04999999999995
3522,2024-2025,10,1,4,13,38.100000000000136,71
3522,2024-2025,11,1,4,14,44,87.04999999999995
3522,2024-2025,12,1,5,15,48,83
3522,2024-2025,13,1,5,18,48.100000000000136,95.04999999999995
3522,2024-2025,14,2,6,21,57,110.24999999999977
3522,2024-2025,15,2,8,24,71,145
3522,2024-2025,16,2,9,30,93,168
3522,2024-2025,17,3,10,38,103,192
3522,2024-2025,18,3,12,43,128,247.04999999999995
3522,2024-2025,19,4,16,51,156.10000000000014,290
3522,2024-2025,20,5,19,62,185,359.1999999999998
3522,2024-2025,21,6,20,70,205,374.2499999999998
3522,2024-2025,22,7,26,82,225.10000000000014,430.0999999999999
3522,2024-2025,23,9,29,96,295.40000000000055,534.0999999999999
3522,2024-2025,24,9,35,108,305.10000000000014,609.9499999999991
3522,2024-2025,25,11,38,128,368,736.1999999999998
3522,2024-2025,26,11,43,135.25,398.3000000000004,815.2999999999997
3522,2024-2025,27,12,45,149,409.6000000000008,787.3499999999997
3522,2024-2025,28,14,49,155,478,945.0499999999981
3522,2024-2025,29,13,53,174.25,494.10000000000014,921.4499999999996
3522,2024-2025,30,13,49,158.25,428,784.3499999999997
3522,2024-2025,31,12,42,145,378.6000000000008,740.3499999999997
3522,2024-2025,32,11,35,123.25,391.10000000000014,806.2999999999997
3522,2024-2025,33,8,29,95,262.10000000000014,509.6499999999994
3522,2024-2025,34,6,20.5,68,181.10000000000014,380.0999999999999
3522,2024-2025,35,4,15,53,150,325.1999999999998
3522,2024-2025,36,3,11,37,108,213.04999999999995
3522,2024-2025,37,2,8,28,78,145
3522,2024-2025,38,2,6,21,60,124
3522,2024-2025,39,1,5,16,51,96
3522,2024-2025,40,1,4,13,40,73.04999999999995
3522,2024-2025,41,1,4,11,33,65
3522,2024-2025,42,1,3,10,29.100000000000136,63
3522,2024-2025,43,0.75,3,9,27,48
3522,2024-2025,44,0,2,8,22,40
3522,2024-2025,45,0,2,7,20.100000000000136,39
3522,2024-2025,46,0,2,7,20.100000000000136,38
3522,2024-2025,47,0,2,7,20.100000000000136,44
3522,2024-2025,48,0,2,7,19,36
3522,2024-2025,49,0,2,7,20,37
3522,2024-2025,50,0,2,8,22,40
3522,2024-2025,51,0,2,8,23,45
3522,2024-2025,52,0,3,9,25,48.049999999999955
3523,2024-2025,1,1,3,9,26,45
3523,2024-2025,2,1,3,10,26,48
3523,2024-2025,3,1,3,11,30,56
3523,2024-2025,4,1,4,12,31,55.049999999999955
3523,2024-2025,5,1,4,13,34,61
3523,2024-2025,6,1,5,13,33,59
3523,2024-2025,7,1,5,14,36,66
3523,2024-2025,8,1,5,14,37,74.04999999999995
3523,2024-2025,9,1,5,14,36.100000000000136,71
3523,2024-2025,10,1,5,15,37,68.04999999999995
3523,2024-2025,11,1,5,15,38,75.09999999999991
3523,2024-2025,12,2,6,18,46.100000000000136,85.04999999999995
3523,2024-2025,13,2,6,19,50,99
3523,2024-2025,14,2,7,20.25,57.100000000000136,105.09999999999991
3523,2024-2025,15,3,8,24,61,111.09999999999991
3523,2024-2025,16,3,9,28,71,129.0999999999999
3523,2024-2025,17,3,10,30,80,139.19999999999982
3523,2024-2025,18,4,12,34,93.10000000000014,179.04999999999995
3523,2024-2025,19,5,14,38,113,194.04999999999995
3523,2024-2025,20,5,16,44,120.10000000000014,214.04999999999995
3523,2024-2025,21,6,18,50,134,244.0999999999999
3523,2024-2025,22,7,21,59,153.10000000000014,286.2499999999998
3523,2024-2025,23,8,23,64,166,309.04999999999995
3523,2024-2025,24,9,27,71.25,196,365.0999999999999
3523,2024-2025,25,10,30,86,216.10000000000014,447.14999999999986
3523,2024-2025,26,11,33,93,269.10000000000014,475.04999999999995
3523,2024-2025,27,13,36,102,253.40000000000055,478.14999999999986
3523,2024-2025,28,13,37,108.25,292,549.2999999999997
3523,2024-2025,29,12,37,105,271.2000000000003,493.2999999999997
3523,2024-2025,30,12,36,98,257,469.14999999999986
3523,2024-2025,31,11,32,86.25,209,380.4499999999996
3523,2024-2025,32,9,26,73.25,188.10000000000014,337.04999999999995
3523,2024-2025,33,7,20,58,158,313.04999999999995
3523,2024-2025,34,6,16,45,114,204.0999999999999
3523,2024-2025,35,4,12,35,91,176.04999999999995
3523,2024-2025,36,3,10,27,71,135.04999999999995
3523,2024-2025,37,2,7,20,54,100.04999999999995
3523,2024-2025,38,2,6,17,46,78.04999999999995
3523,2024-2025,39,1,5,15,37,64
3523,2024-2025,40,1,4,12,29,53.049999999999955
3523,2024-2025,41,1,4,11,27,47.049999999999955
3523,2024-2025,42,1,3,9,25,43
3523,2024-2025,43,1,3,8,22,38
3523,2024-2025,44,1,3,8,20,34
3523,2024-2025,45,1,3,7,19,36
3523,2024-2025,46,0,2,7,18,34
3523,2024-2025,47,1,2,7,20,33
3523,2024-2025,48,1,2,7,17.100000000000136,32
3523,2024-2025,49,1,2,7,20,38
3523,2024-2025,50,1,2,8,21,34.049999999999955
3523,2024-2025,51,1,3,8,21,39
3523,2024-2025,52,1,3,8,21,37
3524,2024-2025,1,0,2,7,20,36.049999999999955
3524,2024-2025,2,0,2,7,20,42
3524,2024-2025,3,0,2,8,22,43
3524,2024-2025,4,0,2,8,24,47
3524,2024-2025,5,0,2,8,24,51
3524,2024-2025,6,0,2,8,26,49
3524,2024-2025,7,0,2,8,25.100000000000136,49
3524,2024-2025,8,0,2,8,24,46
3524,2024-2025,9,0,2,8,24,52
3524,2024-2025,10,0,2,7,22,42.049999999999955
3524,2024-2025,11,0,2,9,28,55.049999999999955
3524,2024-2025,12,0,3,10,31,59
3524,2024-2025,13,1,3,13,37,75
3524,2024-2025,14,1,4,14,45,82
3524,2024-2025,15,1,5,18,54,112.04999999999995
3524,2024-2025,16,1,6,23.25,69,136.14999999999986
3524,2024-2025,17,2,8,26,75,158
3524,2024-2025,18,2,10,33,100,196
3524,2024-2025,19,3,12,42,138,259.04999999999995
3524,2024-2025,20,3,13,47,136.10000000000014,291.1999999999998
3524,2024-2025,21,4,16,57.25,165,311.1999999999998
3524,2024-2025,22,5,19,65,224,418.1999999999998
3524,2024-2025,23,5,20,75,217.3000000000004,402.2999999999997
3524,2024-2025,24,6,23,79.25,226.40000000000055,481.0999999999999
3524,2024-2025,25,7,26,84,266.10000000000014,528.1999999999998
3524,2024-2025,26,8,29,105,275.10000000000014,537
3524,2024-2025,27,8,33,118,360.40000000000055,592.4999999999995
3524,2024-2025,28,8,34,125,359.40000000000055,684.0999999999999
3524,2024-2025,29,8,30,115,341,663.2499999999998
3524,2024-2025,30,8,32,110.25,349.10000000000014,652.0999999999999
3524,2024-2025,31,8,29,104.25,334.2000000000003,604.9999999999991
3524,2024-2025,32,7,26,83,263.10000000000014,567.1999999999998
3524,2024-2025,33,5,20,68,197,410.0999999999999
3524,2024-2025,34,4,15,53.25,169.10000000000014,369.04999999999995
3524,2024-2025,35,3,11,41,123,248.0999999999999
3524,2024-2025,36,2,9,31.25,93.10000000000014,178.34999999999968
3524,2024-2025,37,2,7,23,71,156.0999999999999
3524,2024-2025,38,1,5,18,58,103.09999999999991
3524,2024-2025,39,1,4,14,40,77.14999999999986
3524,2024-2025,40,1,3,11,33,64
3524,2024-2025,41,0,2,8,24,49
3524,2024-2025,42,0,2,7,23,43
3524,2024-2025,43,0,2,6,18,35
3524,2024-2025,44,0,1,5,15,27
3524,2024-2025,45,0,1,4,13,25.049999999999955
3524,2024-2025,46,0,1,4,12,25
3524,2024-2025,47,0,1,4,13,27
3524,2024-2025,48,0,1,4,13,25
3524,2024-2025,49,0,1,5,14,25
3524,2024-2025,50,0,1,5,14,25
3524,2024-2025,51,0,1,5,18,36
3524,2024-2025,52,0,2,6,19,36
3525,2024-2025,1,3,9,28.25,85,150.04999999999995
3525,2024-2025,2,3,10,32.25,89.10000000000014,154.04999999999995
3525,2024-2025,3,3,11,35,94,166.0999999999999
3525,2024-2025,4,3,12,35,97,182
3525,2024-2025,5,4,13,39,102.10000000000014,189.04999999999995
3525,2024-2025,6,4,12.5,37,101,174.04999999999995
3525,2024-2025,7,4,12,36,94,196
3525,2024-2025,8,4,12,38,101.10000000000014,192.0999999999999
3525,2024-2025,9,4,13,40,107,208.14999999999986
3525,2024-2025,10,4,13.5,42,114.10000000000014,217.24999999999977
3525,2024-2025,11,4,15.5,46,128,235
3525,2024-2025,12,5,16,50,140,241
3525,2024-2025,13,6,18,56,147.10000000000014,267.0999999999999
3525,2024-2025,14,7,21,68,180,330.04999999999995
3525,2024-2025,15,7,26,79,209.20000000000027,386.0999999999999
3525,2024-2025,16,9,28,84,238.20000000000027,433
3525,2024-2025,17,10,34,99,273.10000000000014,524.2499999999998
3525,2024-2025,18,13,39,119,317.10000000000014,531.1499999999999
3525,2024-2025,19,15,46.5,139,373.10000000000014,686.3999999999996
3525,2024-2025,20,16,52,169.25,443.10000000000014,811.1999999999998
3525,2024-2025,21,19,60,174,478,854.4499999999996
3525,2024-2025,22,22,70,223.25,620.1000000000001,1078.3499999999997
3525,2024-2025,23,26,80,249.5,608.2000000000003,1168.3999999999996
3525,2024-2025,24,28.75,94,287,746.2000000000003,1504.8499999999983
3525,2024-2025,25,32.75,104.5,304,890.1000000000001,1491.2999999999997
3525,2024-2025,26,36,120,379.75,1006.0000000000014,1841.6999999999985
3525,2024-2025,27,45,138,433,1099,2237.5499999999993
3525,2024-2025,28,43,151,443.25,1220.4000000000005,2159.5999999999995
3525,2024-2025,29,50,160,471,1270.6000000000008,2462.5499999999993
3525,2024-2025,30,52,151,473.5,1213.5000000000007,2206.749999999999
3525,2024-2025,31,41,133.5,416,1107.4000000000005,2231.3
3525,2024-2025,32,36,119,359.25,938.5000000000007,1721.4499999999996
3525,2024-2025,33,28,89,287.25,771.2000000000003,1630.4499999999978
3525,2024-2025,34,23,76,229,618,1234.6499999999994
3525,2024-2025,35,17,53,161,403.40000000000055,795.2499999999998
3525,2024-2025,36,13,42,128,345,611.0999999999999
3525,2024-2025,37,10,30,95,250.10000000000014,460.0999999999999
3525,2024-2025,38,6,22.5,67.25,182,344
3525,2024-2025,39,5,16,50,135,235.14999999999986
3525,2024-2025,40,3,12,39,107,191.14999999999986
3525,2024-2025,41,3,9,31,87,168.14999999999986
3525,2024-2025,42,2,9,25,63.100000000000136,116.04999999999995
3525,2024-2025,43,2,7,21,59,112.04999999999995
3525,2024-2025,44,2,6,19,51,98
3525,2024-2025,45,2,6,19,50.100000000000136,94.04999999999995
3525,2024-2025,46,2,6,17,48,89.04999999999995
3525,2024-2025,47,2,6,17,46,91
3525,2024-2025,48,2,6,19,52.100000000000136,99
3525,2024-2025,49,2,7,20,55.100000000000136,102
3525,2024-2025,50,2,7,22,54,95.04999999999995
3525,2024-2025,51,2,8,24,66,134
3525,2024-2025,52,2,8,25.25,69.10000000000014,136.04999999999995
3526,2024-2025,1,7,24,71,194,330.04999999999995
3526,2024-2025,2,8,24,74,204.40000000000055,360.5499999999995
3526,2024-2025,3,8,26.5,78.25,205,423.14999999999986
3526,2024-2025,4,9,28,86,225.20000000000027,456.0999999999999
3526,2024-2025,5,11,35,104.25,288.10000000000014,542.1499999999999
3526,2024-2025,6,12,36,109,300.2000000000003,534.1499999999999
3526,2024-2025,7,13,37,124.25,354.2000000000003,599.2499999999998
3526,2024-2025,8,13.75,44,135.25,353.2000000000003,732.099999999999
3526,2024-2025,9,16,46,148,421.10000000000014,809.1499999999999
3526,2024-2025,10,16.75,54,168.25,437,770.5999999999995
3526,2024-2025,11,18,62,189,500.10000000000014,956.1499999999999
3526,2024-2025,12,22,67,207.25,596.2000000000003,1099.7999999999993
3526,2024-2025,13,25,78,236,688.1000000000001,1288.4999999999995
3526,2024-2025,14,29,92,283,822.2000000000003,1416.2499999999998
3526,2024-2025,15,34,114,334,917.2000000000003,1657.8499999999992
3526,2024-2025,16,44,129.5,368.5,1122.500000000002,2045.8499999999992
3526,2024-2025,17,53,156.5,463.5,1205.2000000000003,2271.1499999999987
3526,2024-2025,18,56,168,552.25,1586.1000000000001,2897.8999999999987
3526,2024-2025,19,68.75,213,627.5,1671.4000000000005,3259.8999999999996
3526,2024-2025,20,78,237,696.5,1923.9000000000053,3555.749999999998
3526,2024-2025,21,84.75,263.5,804.75,2226.2000000000003,4382.849999999998
3526,2024-2025,22,90,289.5,858.25,2465.3000000000047,4121.399999999999
3526,2024-2025,23,92,310.5,996.75,2664.900000000003,4835.2
3526,2024-2025,24,105,325,990.5,2918.1000000000004,5794.899999999994
3526,2024-2025,25,119,364,1089,2769.7000000000007,5441.749999999999
3526,2024-2025,26,117.75,359,1098.75,2754.3000000000015,5339.999999999993
3526,2024-2025,27,125.75,387.5,1170.25,3562.0000000000055,6532.0999999999995
3526,2024-2025,28,125.75,382,1264.25,3267.9000000000015,6064.2
3526,2024-2025,29,114,369.5,1106.25,2817.2000000000016,5106.549999999998
3526,2024-2025,30,108,332.5,1035.5,2656.1000000000017,5021.399999999999
3526,2024-2025,31,99,297.5,904,2383.500000000001,4100.65
3526,2024-2025,32,79.75,246.5,747,2086.500000000001,4089.7499999999977
3526,2024-2025,33,63,191,633.25,1779.5000000000007,3324.2999999999997
3526,2024-2025,34,54,177.5,506.25,1412.0000000000014,2680.449999999998
3526,2024-2025,35,44,142.5,418.25,1204.5000000000007,2109.6499999999996
3526,2024-2025,36,34,114.5,343,944,1677.1499999999999
3526,2024-2025,37,28,93,279.5,784.2000000000003,1401.1999999999998
3526,2024-2025,38,23,74,217.5,621.5000000000007,1135.05
3526,2024-2025,39,19,61,176,460.40000000000055,874.9499999999982
3526,2024-2025,40,16,49,147,417.3000000000004,793
3526,2024-2025,41,13,38,120,323.10000000000014,612.9499999999991
3526,2024-2025,42,10,34,97,276.10000000000014,522.05
3526,2024-2025,43,8,28,88,239,445.3499999999997
3526,2024-2025,44,7,24,73,202.10000000000014,385.04999999999995
3526,2024-2025,45,7,22,67,182,367.0999999999999
3526,2024-2025,46,6,19,63.25,172.20000000000027,320.14999999999986
3526,2024-2025,47,6,19,59,159,308.04999999999995
3526,2024-2025,48,6,20,61,162,296
3526,2024-2025,49,6,18,58,165.10000000000014,303.0999999999999
3526,2024-2025,50,6,19,57,162.10000000000014,319.0999999999999
3526,2024-2025,51,6,21,60,172.10000000000014,326.04999999999995
3526,2024-2025,52,7,22,62,185.40000000000055,335.0999999999999
3527,2024-2025,1,2,5,16,44,89
3527,2024-2025,2,2,5,16,41,88
3527,2024-2025,3,1,5,16,46,96.04999999999995
3527,2024-2025,4,2,6,16.25,48,88.04999999999995
3527,2024-2025,5,2,6,19,53,100.04999999999995
3527,2024-2025,6,2,6,19,55,112.04999999999995
3527,2024-2025,7,2,6,20,55.100000000000136,114.04999999999995
3527,2024-2025,8,2,8,24,64,123
3527,2024-2025,9,2,8,27,70.10000000000014,122.04999999999995
3527,2024-2025,10,2,9,28,71,141.19999999999982
3527,2024-2025,11,3,10,30,87,175
3527,2024-2025,12,3,11,32,90.10000000000014,164
3527,2024-2025,13,4,13,38,107,217.04999999999995
3527,2024-2025,14,5,15,47,130,242.29999999999973
3527,2024-2025,15,6,17,54,149,254
