uf,season,week,P25,P50,P75,P90,P95
AC,2022-2023,1,22,47,94,170,242.0999999999999
AC,2022-2023,2,25,52,111,203.10000000000014,305.04999999999995
AC,2022-2023,3,31,64.5,136,259,381
AC,2022-2023,4,35,75,146,283,432.04999999999995
AC,2022-2023,5,42,88,179,343,502.04999999999995
AC,2022-2023,6,49,96,198.25,383,562.2499999999998
AC,2022-2023,7,54,110.5,227,424.10000000000014,638.2499999999998
AC,2022-2023,8,58.75,121,249.5,461.10000000000014,714.05
AC,2022-2023,9,63,131,260,512.1000000000001,766.1999999999998
AC,2022-2023,10,70.75,143.5,297.25,545.1000000000001,783.05
AC,2022-2023,11,70,149,308,557.0000000000014,850.0999999999999
AC,2022-2023,12,79,171,315.25,598.1000000000001,854.3499999999997
AC,2022-2023,13,84,179.5,361.25,652.1000000000001,1012
AC,2022-2023,14,89,189.5,382,697,1133.1999999999998
AC,2022-2023,15,108,209,415,748,1123.1
AC,2022-2023,16,103.75,221,443.25,839.3000000000004,1180.2499999999998
AC,2022-2023,17,103,212,445.25,822.1000000000001,1243.4499999999996
AC,2022-2023,18,99,215,431.25,780.5000000000007,1236.05
AC,2022-2023,19,99,199,397.25,723.2000000000003,1153.05
AC,2022-2023,20,85,174,367,698,1054.4499999999996
AC,2022-2023,21,80,158,316.25,629.1000000000001,938
AC,2022-2023,22,71.75,141,275.25,513,741.05
AC,2022-2023,23,55.75,114.5,231.25,432,665.05
AC,2022-2023,24,50,104,202,382.3000000000004,554.1999999999998
AC,2022-2023,25,44,89,178,343.10000000000014,508.04999999999995
AC,2022-2023,26,37,77.5,161,299,442.4499999999996
AC,2022-2023,27,35,72,150.25,290.2000000000003,436.04999999999995
AC,2022-2023,28,32,65,129,245,386.04999999999995
AC,2022-2023,29,28,61,119,226.10000000000014,347.1999999999998
AC,2022-2023,30,26,55,112.25,222,311.14999999999986
AC,2022-2023,31,25,51,102,185.10000000000014,280.14999999999986
AC,2022-2023,32,23,46,96,178,257.04999999999995
AC,2022-2023,33,20,44,86.25,164.10000000000014,241
AC,2022-2023,34,18,39,81,145.10000000000014,212
AC,2022-2023,35,16,33,71,132,188.04999999999995
AC,2022-2023,36,15,30,63,120.10000000000014,169.04999999999995
AC,2022-2023,37,14,27,56.25,103.10000000000014,148
AC,2022-2023,38,13,27,51,99,145.04999999999995
AC,2022-2023,39,12,25,51,95.10000000000014,144.0999999999999
AC,2022-2023,40,11,23,45,85.20000000000027,136
AC,2022-2023,41,11,23,46,86,131.0999999999999
AC,2022-2023,42,10,21,44,85.10000000000014,132
AC,2022-2023,43,10,21,42,82,127
AC,2022-2023,44,10,21,43,78,112.04999999999995
AC,2022-2023,45,10,21,42,78,118.04999999999995
AC,2022-2023,46,9,20.5,40.25,73.10000000000014,112
AC,2022-2023,47,10,21,44,83.10000000000014,117
AC,2022-2023,48,11,24,46,86.10000000000014,131
AC,2022-2023,49,12,26,52,95.10000000000014,143
AC,2022-2023,50,14,29,59,108,160.04999999999995
AC,2022-2023,51,17,34,70,131.20000000000027,197
AC,2022-2023,52,18,39,80,148,218.29999999999973
AL,2022-2023,1,43,99,232,498.40000000000055,847.4499999999996
AL,2022-2023,2,42,95,218,464,764.1999999999998
AL,2022-2023,3,39,91,211.5,462.10000000000014,849.4999999999995
AL,2022-2023,4,37,86,188,409,687.0999999999999
AL,2022-2023,5,35,74.5,177,398,766.2999999999997
AL,2022-2023,6,34,77,168.25,351.10000000000014,609.1999999999998
AL,2022-2023,7,30,73,165,375.2000000000003,649.2999999999997
AL,2022-2023,8,29,67,150,346.10000000000014,567.4499999999996
AL,2022-2023,9,27,62,136,291.10000000000014,514.5999999999995
AL,2022-2023,10,26,57,127,274.40000000000055,486.14999999999986
AL,2022-2023,11,26.75,58,131.25,309.10000000000014,495.2499999999998
AL,2022-2023,12,27,58,135,304.6000000000008,503.0999999999999
AL,2022-2023,13,26,61,138,305.10000000000014,500.2999999999997
AL,2022-2023,14,29,63.5,142,322.10000000000014,509.4499999999996
AL,2022-2023,15,27,63,151,316,547.3499999999997
AL,2022-2023,16,32,70,150,337.2000000000003,545.4499999999996
AL,2022-2023,17,31,72,161,350.2000000000003,592.3499999999997
AL,2022-2023,18,33,77.5,169,379.10000000000014,664.0999999999999
AL,2022-2023,19,36,79,177,377.10000000000014,621.4499999999996
AL,2022-2023,20,38.75,85,194,422.2000000000003,702
AL,2022-2023,21,40,89.5,200.25,446.2000000000003,724
AL,2022-2023,22,41,94,209,452.10000000000014,760.1999999999998
AL,2022-2023,23,44,100,228.25,482.5000000000007,812.3499999999997
AL,2022-2023,24,45,104.5,234.25,536,914.3499999999997
AL,2022-2023,25,51,112,258,559.3000000000004,893.0999999999999
AL,2022-2023,26,59,127.5,294.25,655.4000000000005,1072.5499999999995
AL,2022-2023,27,62,146,327.25,745.2000000000003,1222.1
AL,2022-2023,28,71,162,355,774.1000000000001,1302.1
AL,2022-2023,29,78,173,411,871.2000000000003,1528.1
AL,2022-2023,30,91,203,453,934.700000000001,1602.7999999999993
AL,2022-2023,31,101,227,491.25,1115.800000000001,1854.1499999999999
AL,2022-2023,32,112.75,244,567.25,1270,2011.7999999999993
AL,2022-2023,33,124,273,594.25,1391.3000000000004,2233.8999999999983
AL,2022-2023,34,133.75,294,679,1545.2000000000003,2399.6499999999996
AL,2022-2023,35,135,301.5,678.25,1440.4000000000005,2369.2499999999995
AL,2022-2023,36,134,304,714,1572.2000000000003,2508.2999999999997
AL,2022-2023,37,135.75,300,680.25,1429.700000000001,2531.15
AL,2022-2023,38,129,287.5,660.5,1471.3000000000004,2373.1499999999996
AL,2022-2023,39,131,287,631.5,1459.4000000000005,2407.25
AL,2022-2023,40,126.75,273.5,626.5,1386.3000000000004,2280.3499999999995
AL,2022-2023,41,116,260.5,617,1347.6000000000008,2125.25
AL,2022-2023,42,110.75,254,560.25,1259.1000000000015,1979.8999999999992
AL,2022-2023,43,98,228,513.25,1122.5000000000007,1822.2999999999988
AL,2022-2023,44,90,207,463.25,984.9000000000012,1615.1
AL,2022-2023,45,80,182.5,419.25,884.1000000000001,1428.4999999999995
AL,2022-2023,46,75,168,362,798.1000000000001,1246.4999999999995
AL,2022-2023,47,68,153,343,745.5000000000007,1287.199999999999
AL,2022-2023,48,62,143,318,674.3000000000004,1150.05
AL,2022-2023,49,57,128,291,607.1000000000001,994.0999999999999
AL,2022-2023,50,52,120,275,606.1000000000001,966.5499999999995
AL,2022-2023,51,51,110,242,552.3000000000004,915.3999999999996
AL,2022-2023,52,43,101,236.25,518.2000000000003,837.1499999999999
AM,2022-2023,1,31,53,88,143,197.04999999999995
AM,2022-2023,2,33,53.5,87,142,201.0999999999999
AM,2022-2023,3,33,54,88,140,190.04999999999995
AM,2022-2023,4,36,57,91,145.10000000000014,200
AM,2022-2023,5,38,60,98,159.10000000000014,210.04999999999995
AM,2022-2023,6,41,65,104,163,215.24999999999977
AM,2022-2023,7,42,68,110,174,231.04999999999995
AM,2022-2023,8,45,72,118,186.10000000000014,269.04999999999995
AM,2022-2023,9,46,75,125.25,205,276.04999999999995
AM,2022-2023,10,51,80,126,209,289.04999999999995
AM,2022-2023,11,52,82,132,209.10000000000014,300.04999999999995
AM,2022-2023,12,55,88,139,231,324
AM,2022-2023,13,60,95,155.25,234,315.04999999999995
AM,2022-2023,14,66,105,166,255,353.0999999999999
AM,2022-2023,15,70,110,176,272,348
AM,2022-2023,16,79,121,194,303,428.0999999999999
AM,2022-2023,17,81.75,127,197,315,419
AM,2022-2023,18,86.75,131,213.25,335,449.04999999999995
AM,2022-2023,19,89,138,220,339.10000000000014,448.0999999999999
AM,2022-2023,20,92,145,226,377.10000000000014,481.04999999999995
AM,2022-2023,21,95,146,224.25,337,480.4499999999996
AM,2022-2023,22,93,144,226,352,496.04999999999995
AM,2022-2023,23,93,140.5,220,334.10000000000014,453
AM,2022-2023,24,87,136.5,217.25,334,476.04999999999995
AM,2022-2023,25,87,131,208,340.10000000000014,447.2999999999997
AM,2022-2023,26,85,127,205,321,425.0999999999999
AM,2022-2023,27,79,123,196,315,410.04999999999995
AM,2022-2023,28,76,118,184,300,415.14999999999986
AM,2022-2023,29,68,109,170,277.2000000000003,372.04999999999995
AM,2022-2023,30,63,96,160.25,253,343.04999999999995
AM,2022-2023,31,59,93,151,246.10000000000014,338.04999999999995
AM,2022-2023,32,55,88,138,217.10000000000014,302
AM,2022-2023,33,51,80,128,208,295
AM,2022-2023,34,46,76,123,196.10000000000014,265
AM,2022-2023,35,44,71,115,188,257
AM,2022-2023,36,41,65,103,166,217.04999999999995
AM,2022-2023,37,38,60,98,153.10000000000014,201.04999999999995
AM,2022-2023,38,36,55,92,148,206.04999999999995
AM,2022-2023,39,34,54,88.25,144,197
AM,2022-2023,40,31,52,85,135.10000000000014,184.04999999999995
AM,2022-2023,41,31,49,81,125.10000000000014,164.04999999999995
AM,2022-2023,42,29,47,77,122,168
AM,2022-2023,43,27.75,44,73,119,165.04999999999995
AM,2022-2023,44,27,43,70,117,160.0999999999999
AM,2022-2023,45,27,44,72,116,155
AM,2022-2023,46,27,44,70,112,152.14999999999986
AM,2022-2023,47,28,44,71,116,160
AM,2022-2023,48,29,47,78,129,178.04999999999995
AM,2022-2023,49,28,46,77,126,176
AM,2022-2023,50,30,49,82,133,198.04999999999995
AM,2022-2023,51,32,53,85,137,198
AM,2022-2023,52,32,52,86,139,213.04999999999995
AP,2022-2023,1,2,6,13,27,45.049999999999955
AP,2022-2023,2,2,5,13,27.100000000000136,45.049999999999955
AP,2022-2023,3,2,5,13,27.100000000000136,42
AP,2022-2023,4,2,5,11,23,37
AP,2022-2023,5,2,5,11,22,34.049999999999955
AP,2022-2023,6,2,5,10,21,34
AP,2022-2023,7,2,4,10,20,31
AP,2022-2023,8,1,4,9,20,30.049999999999955
AP,2022-2023,9,2,4,10,20,31
AP,2022-2023,10,2,4,9,19,31
AP,2022-2023,11,2,5,10,22,33
AP,2022-2023,12,2,5,12,26,39
AP,2022-2023,13,2,6,14,29,46.049999999999955
AP,2022-2023,14,3,7,17,33,54
AP,2022-2023,15,3,8,18,39,64.04999999999995
AP,2022-2023,16,4,9,21,41,67
AP,2022-2023,17,4,10,22,46.100000000000136,68
AP,2022-2023,18,5,11,25,55,85.04999999999995
AP,2022-2023,19,5,12,27,57,92
AP,2022-2023,20,6,12.5,29,60,91
AP,2022-2023,21,6,13,29,62.100000000000136,102
AP,2022-2023,22,6,14,30,60,94.04999999999995
AP,2022-2023,23,6,13,30,64,96
AP,2022-2023,24,5,12,29,61,93
AP,2022-2023,25,5,12,28,59,94
AP,2022-2023,26,5,12,27,55,88.04999999999995
AP,2022-2023,27,5,11,25,55,87.04999999999995
AP,2022-2023,28,4,11,24,46,71
AP,2022-2023,29,4,10,22,45,72
AP,2022-2023,30,4,9,20,44,70
AP,2022-2023,31,3,8,19,37,59
AP,2022-2023,32,3,8,17,34,53
AP,2022-2023,33,3,7,16,31,48.049999999999955
AP,2022-2023,34,2,6,13,29,45
AP,2022-2023,35,2,5,13,26,41.049999999999955
AP,2022-2023,36,2,5,12,23,36.049999999999955
AP,2022-2023,37,2,5,11,23,34
AP,2022-2023,38,2,5,11,22,37
AP,2022-2023,39,2,4,10,22,33
AP,2022-2023,40,2,4,10,22,35
AP,2022-2023,41,2,4,10,22,35.049999999999955
AP,2022-2023,42,2,5,10,20.100000000000136,33.049999999999955
AP,2022-2023,43,2,5,11,23,35
AP,2022-2023,44,2,5,11,24,35.049999999999955
AP,2022-2023,45,2,5,12,24,37
AP,2022-2023,46,2,5,12,25.100000000000136,40
AP,2022-2023,47,2,5,12,25,36
AP,2022-2023,48,2,5,12,25,37
AP,2022-2023,49,2,5,12,25,41
AP,2022-2023,50,2,5,12,26,41.049999999999955
AP,2022-2023,51,2,6,12.25,27,46
AP,2022-2023,52,2,6,13,27,44
BA,2022-2023,1,176.75,278,467,817.3000000000004,1326.1499999999999
BA,2022-2023,2,176,276.5,476,867.2000000000003,1369.2499999999989
BA,2022-2023,3,182,291,491.25,857.1000000000001,1336.05
BA,2022-2023,4,185,298,508.25,916.2000000000016,1509.1
BA,2022-2023,5,195.75,310,513.25,951.5000000000007,1474.1999999999998
BA,2022-2023,6,200.75,320,531.25,928.1000000000001,1412.5499999999995
BA,2022-2023,7,210.75,332,554.5,962.1000000000001,1395.8999999999992
BA,2022-2023,8,219.75,333,581,1001.1000000000001,1528.05
BA,2022-2023,9,226,353,603.5,1024.1000000000001,1492.5499999999995
BA,2022-2023,10,232.75,371.5,604.25,1096.3000000000004,1674.099999999998
BA,2022-2023,11,250,392,627.75,1128,1714.1499999999999
BA,2022-2023,12,279,437,709,1230.1000000000015,1870.05
BA,2022-2023,13,313,466.5,763.5,1335.2000000000003,2035.7999999999993
BA,2022-2023,14,350,538.5,869,1467.1000000000001,2355.2
BA,2022-2023,15,410.75,611,971,1754.5000000000007,2522.949999999999
BA,2022-2023,16,467,694,1133,1988.3000000000004,3065.5499999999993
BA,2022-2023,17,542,803.5,1282,2218.1000000000004,3168.05
BA,2022-2023,18,618,892,1483,2449.1,3598.1499999999974
BA,2022-2023,19,691.75,1025.5,1641.25,2920.4000000000005,4466.5999999999985
BA,2022-2023,20,749.75,1114,1835.75,3089.7000000000007,4532.099999999998
BA,2022-2023,21,788,1187.5,1941.25,3214.7000000000007,4794.449999999999
BA,2022-2023,22,822,1256.5,1973,3352.4000000000005,4872.299999999999
BA,2022-2023,23,862,1295.5,2061,3468,5226.5999999999985
BA,2022-2023,24,876,1291,2088,3485.0000000000014,5532.249999999993
BA,2022-2023,25,899,1334.5,2081.25,3626.1000000000004,5478.199999999999
BA,2022-2023,26,925.75,1367,2187.25,3690,5217.5999999999995
BA,2022-2023,27,924,1374,2158.25,3646.300000000003,5784.299999999999
BA,2022-2023,28,956.5,1445,2279,3813.3000000000047,5470.35
BA,2022-2023,29,961.75,1431.5,2317.75,3853.0000000000014,5577.949999999997
BA,2022-2023,30,965,1456.5,2237.5,3857.400000000002,5897.15
BA,2022-2023,31,952.75,1429.5,2255.25,3799.0000000000014,5727.949999999997
BA,2022-2023,32,920,1362,2074,3525.5000000000005,5650.699999999997
BA,2022-2023,33,843.75,1271,1969.5,3287.4000000000005,4814.1500000000005
BA,2022-2023,34,780.75,1165.5,1874,2950.3000000000015,4196.499999999999
BA,2022-2023,35,688,1030,1626,2873.4000000000005,4085.399999999998
BA,2022-2023,36,623.75,945,1475,2464.300000000002,3801.2
BA,2022-2023,37,547,794,1288.25,2126.1000000000004,3082.2999999999984
BA,2022-2023,38,466,721.5,1141,1993.2000000000003,2964.2999999999997
BA,2022-2023,39,410.75,627,1021,1746.2000000000003,2543.45
BA,2022-2023,40,372,568,896.25,1627.5000000000007,2456.449999999999
BA,2022-2023,41,337,502,831,1438.5000000000007,2102.3499999999995
BA,2022-2023,42,304.75,457.5,735,1271,1835.1999999999998
BA,2022-2023,43,274,414,685.25,1187.3000000000004,1810.5499999999995
BA,2022-2023,44,239,375,604,1097.1000000000001,1795.05
BA,2022-2023,45,226.75,340,597,999.4000000000005,1534.5499999999995
BA,2022-2023,46,212.75,327,543,966.5000000000007,1375.2499999999998
BA,2022-2023,47,201,304,502,896.2000000000003,1357.3499999999997
BA,2022-2023,48,189,293,478,852.1000000000001,1292.1
BA,2022-2023,49,179,285.5,463.5,859,1264.5499999999995
BA,2022-2023,50,180,278.5,471,777.1000000000001,1167
BA,2022-2023,51,179,279,450,848.1000000000001,1270.2499999999998
BA,2022-2023,52,175,272,450,808,1180.2999999999997
CE,2022-2023,1,87,139,229,390,550.2499999999998
CE,2022-2023,2,80,130,216,353,531.05
CE,2022-2023,3,77,120,201,347,515.05
CE,2022-2023,4,75,121,201,342.10000000000014,496.1999999999998
CE,2022-2023,5,73,114,201,341,492.14999999999986
CE,2022-2023,6,72,116,201,332.2000000000003,492.0999999999999
CE,2022-2023,7,71,113,191,333.3000000000004,517
CE,2022-2023,8,71,109,188,334,496.04999999999995
CE,2022-2023,9,67,110,191,337,469.14999999999986
CE,2022-2023,10,68.75,109.5,182,313.10000000000014,483
CE,2022-2023,11,69,112,191,328,464.1999999999998
CE,2022-2023,12,74,117,196,352.2000000000003,501.3499999999997
CE,2022-2023,13,79,130,221,373.10000000000014,589.0999999999999
CE,2022-2023,14,93,143,243.25,406,574.0999999999999
CE,2022-2023,15,111,170,278,479,682.6999999999994
CE,2022-2023,16,128.75,197,340,582.2000000000003,833.05
CE,2022-2023,17,155,244,406,712.1000000000001,991.0999999999999
CE,2022-2023,18,190,292,488,796.1000000000001,1151.3499999999997
CE,2022-2023,19,227,348,569,932.5000000000007,1281.1499999999999
CE,2022-2023,20,270,413,672,1164,1663.2999999999997
CE,2022-2023,21,317.75,499,817.25,1395.9000000000012,1903.3999999999996
CE,2022-2023,22,352.75,565,935.25,1512.1000000000001,2180.05
CE,2022-2023,23,409,637.5,1054.25,1788.1000000000001,2476.25
CE,2022-2023,24,445,696.5,1166.5,1967.2000000000003,2775.3999999999996
CE,2022-2023,25,506.5,796,1305.5,2315.2000000000007,3243.15
CE,2022-2023,26,571,907.5,1470.25,2450.4000000000005,3443.5999999999995
CE,2022-2023,27,631.25,988,1637.25,2860.9000000000015,3897.6499999999987
CE,2022-2023,28,688.75,1077,1736.25,3043.2000000000007,4219.45
CE,2022-2023,29,733,1160.5,1929.5,3165.1,4426.149999999998
CE,2022-2023,30,764.75,1183.5,1964.5,3172.2000000000003,4366.399999999999
CE,2022-2023,31,770,1178.5,1928.25,3136.2000000000003,4570.399999999999
CE,2022-2023,32,742,1169,1934,3268.2000000000003,4760
CE,2022-2023,33,735,1118,1809,3145.900000000004,4568.5999999999995
CE,2022-2023,34,708,1085,1725,2874.500000000001,4039.45
CE,2022-2023,35,664.75,1045.5,1696.25,2783.6000000000013,3741.649999999999
CE,2022-2023,36,619,973,1567,2641.400000000002,3871.3
CE,2022-2023,37,581,886,1472.25,2471.6000000000013,3302.25
CE,2022-2023,38,524,823,1351.75,2263,3249.5499999999993
CE,2022-2023,39,490,765,1219.75,2083.4000000000005,3072.0499999999993
CE,2022-2023,40,446,685.5,1151.5,1893.5000000000007,2653.5499999999993
CE,2022-2023,41,405,622.5,1007,1678.3000000000004,2469
CE,2022-2023,42,363.75,568,932,1604.3000000000018,2442.25
CE,2022-2023,43,315,529.5,859,1466.1000000000001,2207.3
CE,2022-2023,44,289,456,763,1287.2000000000003,2056.05
CE,2022-2023,45,259,418,708,1196.1000000000001,1626.4499999999996
CE,2022-2023,46,224,358.5,596.75,1017.3000000000004,1521.1
CE,2022-2023,47,202,310.5,534,915.1000000000001,1321.8499999999992
CE,2022-2023,48,179.75,282,446.25,770,1221.4999999999995
CE,2022-2023,49,146,236,383.25,666,1015.1999999999998
CE,2022-2023,50,128,202,343.25,573.1000000000001,847.1999999999998
CE,2022-2023,51,109,179,300.25,511.10000000000014,736.2999999999997
CE,2022-2023,52,98,153,260,446.2000000000003,650.0999999999999
DF,2022-2023,1,26,58,130,294,478.14999999999986
DF,2022-2023,2,24,54,123,271,428.0999999999999
DF,2022-2023,3,24,60,124.25,276,435.39999999999964
DF,2022-2023,4,23,54.5,126,278.10000000000014,450
DF,2022-2023,5,26,60.5,131,286.10000000000014,441.14999999999986
DF,2022-2023,6,26,63,143,311,504.2499999999998
DF,2022-2023,7,30,70,158,324.2000000000003,562
DF,2022-2023,8,33,78,178,398,672.0999999999999
DF,2022-2023,9,39,87,203.25,426.2000000000003,676.0999999999999
DF,2022-2023,10,43,99.5,233,489,828.5499999999995
DF,2022-2023,11,50,115.5,272,554,882.4999999999995
DF,2022-2023,12,58,137,308,695,1071.5999999999995
DF,2022-2023,13,70,171,386.5,835.1000000000001,1348.999999999999
DF,2022-2023,14,84,196,451,939.4000000000005,1612
DF,2022-2023,15,103,242,523.5,1142.2000000000003,1859.6999999999994
DF,2022-2023,16,120,276,613.25,1378,2282.749999999999
DF,2022-2023,17,139.75,316,722.25,1635.2000000000003,2638.3999999999996
DF,2022-2023,18,162.75,364.5,871.25,1830.800000000001,2866.4499999999985
DF,2022-2023,19,177,414,908.5,1919.1000000000015,3081.649999999999
DF,2022-2023,20,193,459,1020.5,2197.500000000002,3349.8999999999983
DF,2022-2023,21,211,477,1081.5,2287.500000000002,4008.449999999999
DF,2022-2023,22,227,541.5,1201,2675.700000000001,4640.05
DF,2022-2023,23,235.75,553.5,1246.25,2520.7000000000025,4608.3499999999985
DF,2022-2023,24,262.75,563.5,1332,2919.4000000000005,4471.1
DF,2022-2023,25,262,612.5,1412,2944.0000000000073,5047.25
DF,2022-2023,26,274.75,641.5,1438,3128.000000000002,5227.999999999999
DF,2022-2023,27,273,642.5,1556,3092.4000000000033,5345.449999999998
DF,2022-2023,28,288,649,1512,3145.1000000000013,5293.5999999999995
DF,2022-2023,29,289.75,700.5,1571.75,3394.000000000001,5436.499999999997
DF,2022-2023,30,297,675,1530.75,3622.500000000001,5633.449999999999
DF,2022-2023,31,293.75,697,1579.25,3315.500000000002,4858.999999999998
DF,2022-2023,32,295,675,1546.5,3265.1,5017.049999999999
DF,2022-2023,33,274,615.5,1376.5,2856.4000000000033,4681.0999999999995
DF,2022-2023,34,237,538.5,1262.25,2672.7000000000025,4376.4
DF,2022-2023,35,199.75,468.5,1102.75,2286.600000000002,3690.2
DF,2022-2023,36,168,386,852.75,1879.800000000001,3089.449999999998
DF,2022-2023,37,127.75,300,685.5,1426.1000000000015,2331.3499999999967
DF,2022-2023,38,101,227,535.5,1068.4000000000005,1808.4499999999978
DF,2022-2023,39,72,172,381,822.1000000000001,1293.3499999999997
DF,2022-2023,40,59,137,309.25,677,1144.2999999999997
DF,2022-2023,41,46,107,250,549.2000000000003,892.3499999999997
DF,2022-2023,42,39,85,198.25,458.3000000000004,761.4499999999996
DF,2022-2023,43,34,74,174.25,376.10000000000014,607.2999999999997
DF,2022-2023,44,31,74,164,356.40000000000055,566.4499999999996
DF,2022-2023,45,29,67,159,318,573.3999999999996
DF,2022-2023,46,26,62,145.25,305,465.04999999999995
DF,2022-2023,47,26,63,144.25,315,488.39999999999964
DF,2022-2023,48,28,67.5,152,326,547.1499999999999
DF,2022-2023,49,27,65,152.25,318.6000000000008,514.1499999999999
DF,2022-2023,50,27,66,149.25,331,523.4999999999995
DF,2022-2023,51,27.75,62,146,323,532.05
DF,2022-2023,52,25,60.5,137,291,450.04999999999995
ES,2022-2023,1,24,92.5,419.5,1716.7000000000037,5419.649999999998
ES,2022-2023,2,28,110,491.5,2136.3,5956.999999999998
ES,2022-2023,3,34,134.5,552,2681.3000000000047,7194.749999999999
ES,2022-2023,4,41,152,672.75,2869.0000000000055,8493.599999999999
ES,2022-2023,5,43,163.5,762,3522.3000000000015,10554.249999999993
ES,2022-2023,6,50,190,864.25,4020.2000000000003,10352.099999999977
ES,2022-2023,7,54,212.5,865.75,4179.600000000005,11675.949999999988
ES,2022-2023,8,59,227,958,5153.600000000002,13733.799999999997
ES,2022-2023,9,66,230.5,1047.75,4362.200000000013,13373.149999999998
ES,2022-2023,10,66,243,1065,5231.500000000001,14457.799999999997
ES,2022-2023,11,62,253,1049.75,5058.5,13673.399999999978
ES,2022-2023,12,67,240,1059.5,5335.500000000001,16681.79999999999
ES,2022-2023,13,67,254,1073,4701,14406.75
ES,2022-2023,14,66,234,1038.25,5322.5,16091.35
ES,2022-2023,15,63,246,1130,5544.300000000004,14646.599999999991
ES,2022-2023,16,64,251,1065.25,5733.900000000008,15611.299999999987
ES,2022-2023,17,63,247.5,1054.25,5084.500000000007,13196.649999999994
ES,2022-2023,18,64,264,1131.25,4897.700000000001,14376.499999999989
ES,2022-2023,19,68,256,1214.75,5452.400000000004,13783.849999999995
ES,2022-2023,20,65,240,1085,5450.60000000001,15534.749999999996
ES,2022-2023,21,70,273.5,1192.75,5446.600000000006,15359.499999999989
ES,2022-2023,22,69,257,1175.25,5238.5000000000055,17326.05
ES,2022-2023,23,67,257,1053.5,5546.3,16849.949999999983
ES,2022-2023,24,65,272,1145.75,5415.500000000001,15212.349999999999
ES,2022-2023,25,68,259,1057,5361.50000000001,14731.54999999997
ES,2022-2023,26,64,244,1022.25,5167.4000000000005,15393.799999999981
ES,2022-2023,27,69.75,246,1114.5,5096.100000000002,14024.049999999992
ES,2022-2023,28,69.75,259.5,1034.25,5313.3,15492.799999999997
ES,2022-2023,29,65.75,219.5,1018.5,5220.400000000002,14337.1
ES,2022-2023,30,64,224,963.25,4846.800000000001,15564.35
ES,2022-2023,31,57,232.5,921,4454.800000000004,13759.399999999992
ES,2022-2023,32,59,216,907.5,4454.100000000004,13723.149999999992
ES,2022-2023,33,53.75,205,925.5,4458.400000000012,13162.899999999987
ES,2022-2023,34,49,185,779.5,3445.3000000000075,10567.49999999998
ES,2022-2023,35,47.75,181,741.75,3109.3000000000034,11173.749999999982
ES,2022-2023,36,45.75,169,692.25,3288.8000000000065,9422.599999999999
ES,2022-2023,37,43,156.5,638,3011.100000000015,8449.499999999996
ES,2022-2023,38,36,141,578.25,2684.500000000001,8274.849999999997
ES,2022-2023,39,31.75,127,507.25,2477.100000000004,6258.899999999991
ES,2022-2023,40,31,109.5,470.5,2251.1000000000013,6964.149999999995
ES,2022-2023,41,25,99,393.25,2055.500000000001,6394.499999999998
ES,2022-2023,42,26,92,402.25,2010.800000000001,5765.299999999995
ES,2022-2023,43,20,78,361.25,1855.6000000000008,4904.0999999999995
ES,2022-2023,44,18,70,309.25,1426.6000000000008,3875.5499999999997
ES,2022-2023,45,17,61,272.25,1358.6000000000008,3324.499999999999
ES,2022-2023,46,15,60,265.75,1164.2000000000003,3053.3499999999985
ES,2022-2023,47,15,58,247.25,1088.9000000000012,2882.4999999999973
ES,2022-2023,48,15,55,235,1163.1000000000042,3351.1499999999915
ES,2022-2023,49,15,58,252.5,1295.0000000000014,3728.349999999996
ES,2022-2023,50,16,63,282.25,1370.5000000000007,3742.949999999998
ES,2022-2023,51,18,69,287,1403.2000000000003,4046.1499999999987
ES,2022-2023,52,23,86.5,350.25,1665.1000000000001,5166.25
GO,2022-2023,1,406,534,721.25,970.3000000000004,1172.1499999999999
GO,2022-2023,2,426,559,747,986.1000000000001,1193.1499999999999
GO,2022-2023,3,434,585,772,1066.2000000000003,1272
GO,2022-2023,4,477.75,626,834.5,1125.2000000000003,1344.4499999999996
GO,2022-2023,5,507,676,901,1223.1000000000001,1512.2499999999998
GO,2022-2023,6,550.75,731,982.5,1328,1615.2999999999997
GO,2022-2023,7,614,809,1087.25,1459.2000000000003,1737.5999999999995
GO,2022-2023,8,678,891,1194.25,1586,1898.05
GO,2022-2023,9,732,978,1314.25,1708.4000000000005,2138.3499999999995
GO,2022-2023,10,812,1072,1434.25,1896.6000000000008,2336.1499999999996
GO,2022-2023,11,921.5,1222,1622,2200.7000000000007,2709.0999999999995
GO,2022-2023,12,1023.75,1354.5,1822.5,2387.700000000001,2913.649999999999
GO,2022-2023,13,1225.75,1581.5,2114.25,2813.1,3435.3999999999996
GO,2022-2023,14,1445,1860,2524.5,3330.800000000001,4073.499999999999
GO,2022-2023,15,1699.75,2215,2937,3874.600000000001,4801.049999999999
GO,2022-2023,16,1945,2541.5,3400,4456.6,5391.5
GO,2022-2023,17,2223.75,2900.5,3820,5055.200000000001,6025.399999999999
GO,2022-2023,18,2423.5,3198,4132.5,5768.400000000002,6801.8499999999985
GO,2022-2023,19,2598.75,3485.5,4629.75,6160.500000000001,7302.1
GO,2022-2023,20,2820.75,3720,4987.5,6485.4000000000005,7748.9
GO,2022-2023,21,2946.5,3831.5,5162.25,6725,8364.699999999997
GO,2022-2023,22,3039.5,3993.5,5321.25,6929.1,8155.8499999999995
GO,2022-2023,23,3155.5,4067.5,5394.25,7137.5,8643.199999999999
