uf,season,week,P25,P50,P75,P90,P95
RO,2022-2023,5,13,25,47,94.10000000000014,148.0999999999999
RO,2022-2023,6,15,30,58,111,175
RO,2022-2023,7,19,36,74,140,200.0999999999999
RO,2022-2023,8,22,43,84,152.10000000000014,259
RO,2022-2023,9,27,50,96,178,280.04999999999995
RO,2022-2023,10,29.75,58,108.25,203,341.1999999999998
RO,2022-2023,11,34,66,127,237,391.0999999999999
RO,2022-2023,12,37,73,142,274.10000000000014,441
RO,2022-2023,13,41,79.5,157,307.10000000000014,474.04999999999995
RO,2022-2023,14,49,92.5,178,340.2000000000003,552.05
RO,2022-2023,15,54,101,195,393,613.2499999999998
RO,2022-2023,16,57,111,203,388.3000000000004,607.1499999999999
RO,2022-2023,17,61,122,228,417.2000000000003,658.05
RO,2022-2023,18,63,122,238,469.10000000000014,744.3999999999996
RO,2022-2023,19,66,124,232,476,696.6499999999994
RO,2022-2023,20,63,121,234,439.3000000000004,678
RO,2022-2023,21,62,120,226,416.40000000000055,626.1499999999999
RO,2022-2023,22,60,112,214,415.2000000000003,706.05
RO,2022-2023,23,53,103.5,205,385.2000000000003,638.0999999999999
RO,2022-2023,24,51,98,185.5,370.2000000000003,522.05
RO,2022-2023,25,47,87,178.25,319,512
RO,2022-2023,26,43,84,163.25,319,486.0999999999999
RO,2022-2023,27,41,78,150,298,462.04999999999995
RO,2022-2023,28,38,71.5,136.25,258.10000000000014,404.04999999999995
RO,2022-2023,29,36,68,127,239.10000000000014,369.14999999999986
RO,2022-2023,30,33,65,121,230.10000000000014,365.04999999999995
RO,2022-2023,31,30,57,108,213,341
RO,2022-2023,32,27,53,99,201.20000000000027,301
RO,2022-2023,33,26,51,97,175.10000000000014,277.0999999999999
RO,2022-2023,34,24,45,86,166.10000000000014,254.24999999999977
RO,2022-2023,35,21,42,84,164,254.0999999999999
RO,2022-2023,36,20,38,76,151,226.19999999999982
RO,2022-2023,37,19,36,71.25,142,216.0999999999999
RO,2022-2023,38,18,35,69,126,193
RO,2022-2023,39,16,32,60,125,199.0999999999999
RO,2022-2023,40,15,30,60,108,177.0999999999999
RO,2022-2023,41,14,27,54,101,159
RO,2022-2023,42,13,25,48,93.10000000000014,144.0999999999999
RO,2022-2023,43,11,22,41,78,118
RO,2022-2023,44,9,19,40,76,119
RO,2022-2023,45,9,18,33,68,104
RO,2022-2023,46,8,16,30,56,87
RO,2022-2023,47,7,14,27,55,83.04999999999995
RO,2022-2023,48,7,14,26,50,81.04999999999995
RO,2022-2023,49,6,13,25,48,78.04999999999995
RO,2022-2023,50,6,12,24,47,76.09999999999991
RO,2022-2023,51,7,13,26,47,76.04999999999995
RO,2022-2023,52,6,13,25,49,77
RR,2022-2023,1,1,3,10,25,46
RR,2022-2023,2,1,3,9,25,47
RR,2022-2023,3,1,3,10,26,49
RR,2022-2023,4,1,3,10,26,42
RR,2022-2023,5,1,3,10,25,47.049999999999955
RR,2022-2023,6,1,3,9,22,40
RR,2022-2023,7,1,3,9,25,46.049999999999955
RR,2022-2023,8,1,3,9,25,44.049999999999955
RR,2022-2023,9,1,3,9,22,40.049999999999955
RR,2022-2023,10,1,3,9,22.100000000000136,38.049999999999955
RR,2022-2023,11,1,3,8,22,37
RR,2022-2023,12,1,3,8,24,41
RR,2022-2023,13,1,2,8,20.100000000000136,41
RR,2022-2023,14,1,3,8,22,39
RR,2022-2023,15,1,3,8,21,37
RR,2022-2023,16,1,3,9,22,41
RR,2022-2023,17,1,2,9,22,41
RR,2022-2023,18,1,3,8,21,38.049999999999955
RR,2022-2023,19,1,2.5,8,20,39.049999999999955
RR,2022-2023,20,1,3,8,20,38
RR,2022-2023,21,1,3,8,21,39
RR,2022-2023,22,1,3,8,21,36.049999999999955
RR,2022-2023,23,1,3,8.25,22,43.049999999999955
RR,2022-2023,24,1,3,9,22,44
RR,2022-2023,25,1,3,8,23.100000000000136,35
RR,2022-2023,26,1,3,8,22,37
RR,2022-2023,27,1,3,9,22.100000000000136,38
RR,2022-2023,28,1,3,9,22,40
RR,2022-2023,29,1,3,8,22,36
RR,2022-2023,30,1,3,8,23,41.049999999999955
RR,2022-2023,31,1,3,9,23,41
RR,2022-2023,32,1,3,9,25,40
RR,2022-2023,33,1,3,9,24,46
RR,2022-2023,34,1,3,10,26,45
RR,2022-2023,35,1,3,9,25,44.049999999999955
RR,2022-2023,36,1,3,9,23,41
RR,2022-2023,37,1,3,9,24.100000000000136,48
RR,2022-2023,38,1,3,9,25,47
RR,2022-2023,39,1,3,9,25,45
RR,2022-2023,40,1,3,10,26,46.09999999999991
RR,2022-2023,41,1,3,10,25,49
RR,2022-2023,42,1,3,10,26,48
RR,2022-2023,43,1,3,10,26,48
RR,2022-2023,44,1,3,10,26.100000000000136,45
RR,2022-2023,45,1,3,10,24,40.049999999999955
RR,2022-2023,46,1,3,10,24,44
RR,2022-2023,47,1,3,10,25,46
RR,2022-2023,48,1,3,10,27,46.049999999999955
RR,2022-2023,49,1,3,10,26,45
RR,2022-2023,50,1,3,10,25,47
RR,2022-2023,51,1,3,11,27,47.049999999999955
RR,2022-2023,52,1,3,10,26,46
RS,2022-2023,1,2,5,11,27,45
RS,2022-2023,2,2,5,11,27,45
RS,2022-2023,3,2,6,12,27,54
RS,2022-2023,4,3,6,13,29,46
RS,2022-2023,5,3,7,15,31,55.049999999999955
RS,2022-2023,6,4,8,18,40,67.04999999999995
RS,2022-2023,7,4,8,19,48,80.14999999999986
RS,2022-2023,8,4,10,21,46,104.04999999999995
RS,2022-2023,9,5,12,26,59.100000000000136,99
RS,2022-2023,10,6,13,29,69,140
RS,2022-2023,11,6,14,31,80,151
RS,2022-2023,12,7,16,35,81.10000000000014,154.04999999999995
RS,2022-2023,13,8,18,39,86,162.04999999999995
RS,2022-2023,14,9,21,45,102,182.04999999999995
RS,2022-2023,15,12,23,54,125,204.14999999999986
RS,2022-2023,16,14,28,61,131.10000000000014,236.04999999999995
RS,2022-2023,17,16,34,74,171,266.2999999999997
RS,2022-2023,18,20,44,96,215.10000000000014,374.04999999999995
RS,2022-2023,19,28,56.5,129,283,507.04999999999995
RS,2022-2023,20,36,77,173,455.10000000000014,769.3499999999997
RS,2022-2023,21,49,105,248,580.3000000000004,968.05
RS,2022-2023,22,61,137,323.25,795.4000000000005,1398.05
RS,2022-2023,23,82.75,170,406.25,934.4000000000005,1685.2999999999988
RS,2022-2023,24,99,216,506.25,1202.3000000000004,2182.3499999999995
RS,2022-2023,25,119.75,262.5,629.25,1460.3000000000004,2471.7999999999993
RS,2022-2023,26,136,281.5,669.25,1603.1000000000001,2986.5499999999984
RS,2022-2023,27,142,314.5,721.25,1707.2000000000003,3066.1499999999996
RS,2022-2023,28,132,288,626.25,1511.6000000000008,2807.299999999999
RS,2022-2023,29,119.75,274,694,1743.1000000000001,3278.2999999999975
RS,2022-2023,30,100,225.5,546,1282.4000000000005,2603.899999999997
RS,2022-2023,31,77,170,421.25,982.8000000000025,1703.6499999999994
RS,2022-2023,32,57,122,282.25,724.5000000000007,1345.1999999999998
RS,2022-2023,33,38,83.5,196.25,502.6000000000008,913.05
RS,2022-2023,34,27,55,128,313.10000000000014,645.5999999999995
RS,2022-2023,35,18,39,97,248.20000000000027,507
RS,2022-2023,36,13,28,69,169.20000000000027,339.04999999999995
RS,2022-2023,37,10,22,53,137.20000000000027,278
RS,2022-2023,38,7,16,39,99,194
RS,2022-2023,39,6,12,30,80,169.04999999999995
RS,2022-2023,40,5,10,23,58,111
RS,2022-2023,41,4,8,19,49,97
RS,2022-2023,42,3,7,17,40,80.09999999999991
RS,2022-2023,43,3,6,14,33,67.04999999999995
RS,2022-2023,44,2,5,12,28,50
RS,2022-2023,45,2,5,10,24.100000000000136,51.049999999999955
RS,2022-2023,46,2,4,10,22,42
RS,2022-2023,47,2,4,10,23,44
RS,2022-2023,48,2,4,9,22,39
RS,2022-2023,49,2,4,9,21,40
RS,2022-2023,50,2,4,9,21,39.049999999999955
RS,2022-2023,51,2,4,10,24,46
RS,2022-2023,52,2,5,10,23,40
SC,2022-2023,1,4,8,17,45,89.04999999999995
SC,2022-2023,2,4,8,18,47,96.04999999999995
SC,2022-2023,3,4,9,21,55.100000000000136,108.04999999999995
SC,2022-2023,4,5,10,22,51.100000000000136,112
SC,2022-2023,5,5,11,25,66.10000000000014,124
SC,2022-2023,6,6,12,28,70,148.04999999999995
SC,2022-2023,7,6,13,31,74,132.0999999999999
SC,2022-2023,8,7,15,35,90.10000000000014,160
SC,2022-2023,9,8,17,37,102.20000000000027,218.04999999999995
SC,2022-2023,10,9,19,44,119,215.04999999999995
SC,2022-2023,11,10,20,44,118.10000000000014,274.0999999999999
SC,2022-2023,12,11,25,57,152,301
SC,2022-2023,13,13,29,65,169.10000000000014,384.0999999999999
SC,2022-2023,14,14,30.5,75,207.10000000000014,426.1999999999998
SC,2022-2023,15,17,37,86,244.40000000000055,536.2499999999998
SC,2022-2023,16,20,42,101.25,305.2000000000003,646.3499999999997
SC,2022-2023,17,24,50,125,357.40000000000055,816.5499999999995
SC,2022-2023,18,27,64,164,459,984.2999999999997
SC,2022-2023,19,33,76,204,616,1249.999999999999
SC,2022-2023,20,41,97,261.25,837.700000000001,1767.7499999999993
SC,2022-2023,21,52,116,331.75,1031.3000000000004,2290.4499999999985
SC,2022-2023,22,64,148,409.25,1160.3000000000004,2639.7499999999973
SC,2022-2023,23,79,178,492.25,1499.4000000000005,3325.2999999999993
SC,2022-2023,24,95,211,576.25,1850.200000000007,3772.999999999999
SC,2022-2023,25,114,250,708.25,2216.1000000000004,4883.549999999998
SC,2022-2023,26,134,294.5,794.25,2598.2000000000044,5657.399999999994
SC,2022-2023,27,150,337.5,913,3225.000000000022,6730.249999999997
SC,2022-2023,28,165,359.5,964,3137.5000000000045,7173.149999999999
SC,2022-2023,29,161.75,355,950,3088.300000000002,6576.249999999989
SC,2022-2023,30,149,355.5,910.75,2981.1000000000013,5767.249999999998
SC,2022-2023,31,136,297.5,795.25,2524.9000000000015,5631.05
SC,2022-2023,32,115.75,247.5,663.25,2153.1000000000004,5299.54999999999
SC,2022-2023,33,90,195,515.5,1904.6000000000008,5028.099999999998
SC,2022-2023,34,70,154,414,1386.7000000000023,3783.0499999999993
SC,2022-2023,35,52,118,315,1081.5000000000007,2534.25
SC,2022-2023,36,40,91,234.25,772.8000000000011,2053.3499999999995
SC,2022-2023,37,31,69,166.25,501.10000000000014,1236.2999999999997
SC,2022-2023,38,23,49,126,393.10000000000014,914.6999999999994
SC,2022-2023,39,17,38,98,298,670.0999999999999
SC,2022-2023,40,12,28,70,214,441.39999999999964
SC,2022-2023,41,10,21,55.25,178.20000000000027,410.49999999999955
SC,2022-2023,42,7,17,42,118.10000000000014,285.04999999999995
SC,2022-2023,43,6,14,35,107.10000000000014,203.49999999999955
SC,2022-2023,44,5,11.5,27,79,162.04999999999995
SC,2022-2023,45,4,10,24,64,145.14999999999986
SC,2022-2023,46,4,9,21,57,124.04999999999995
SC,2022-2023,47,4,8,18.25,46.100000000000136,90.29999999999973
SC,2022-2023,48,3,8,18.25,49,107.04999999999995
SC,2022-2023,49,3,7,17,43,91
SC,2022-2023,50,3,7,18,45,88.04999999999995
SC,2022-2023,51,3,7,17,45.100000000000136,95.04999999999995
SC,2022-2023,52,3,7,17,45,78
SE,2022-2023,1,8,24,63,158.20000000000027,307.04999999999995
SE,2022-2023,2,8,24,68,167.10000000000014,296
SE,2022-2023,3,7,23,66,153,260
SE,2022-2023,4,7,21,64,153.40000000000055,292.14999999999986
SE,2022-2023,5,7,20,58,142,266.04999999999995
SE,2022-2023,6,6,20,56,140,251.0999999999999
SE,2022-2023,7,6,18,52,131,233.04999999999995
SE,2022-2023,8,5,15,42,108.10000000000014,177.24999999999977
SE,2022-2023,9,4,14,41,104.10000000000014,196.04999999999995
SE,2022-2023,10,4,13,35.25,82,140.04999999999995
SE,2022-2023,11,4,11,31,77,136.04999999999995
SE,2022-2023,12,3,10,28,71,124.09999999999991
SE,2022-2023,13,3,10,29,73.10000000000014,128
SE,2022-2023,14,3,9,27,63,111
SE,2022-2023,15,3,9,25,64.10000000000014,113.04999999999995
SE,2022-2023,16,3,9,26,62,118.24999999999977
SE,2022-2023,17,3,9,27,63,117
SE,2022-2023,18,3,10,26.25,70,110
SE,2022-2023,19,3,10,26.25,63,107.04999999999995
SE,2022-2023,20,3,10,29,69.20000000000027,122
SE,2022-2023,21,3,10,31,72,117.04999999999995
SE,2022-2023,22,3,11,32,78.10000000000014,128.04999999999995
SE,2022-2023,23,4,12,33,81,138
SE,2022-2023,24,3,11,36,89.10000000000014,151.04999999999995
SE,2022-2023,25,4,14,40,100,178.0999999999999
SE,2022-2023,26,5,14,42,104,184.19999999999982
SE,2022-2023,27,6,17,46.25,110,209
SE,2022-2023,28,6,19,53,127.10000000000014,235.24999999999977
SE,2022-2023,29,7,21,57,138.10000000000014,226.29999999999973
SE,2022-2023,30,7,23,63,155,261.49999999999955
SE,2022-2023,31,9,26,73,182.3000000000004,355
SE,2022-2023,32,10,32,85.25,205.3000000000004,362
SE,2022-2023,33,11,34,91,242.10000000000014,419
SE,2022-2023,34,11,37,100.25,251.10000000000014,424.0999999999999
SE,2022-2023,35,13,39,104,284.10000000000014,536.0999999999999
SE,2022-2023,36,14,43.5,123,311,555.3999999999996
SE,2022-2023,37,16,47,127,323,561.2999999999997
SE,2022-2023,38,15,46,127.25,312.2000000000003,531.2499999999998
SE,2022-2023,39,16,47,144.5,340.10000000000014,626.3999999999996
SE,2022-2023,40,17,48.5,137,329.10000000000014,595.9499999999991
SE,2022-2023,41,17,48,134,316,549.2499999999998
SE,2022-2023,42,16,47,132,335.2000000000003,638.1499999999999
SE,2022-2023,43,15,43,122,305.10000000000014,529.0999999999999
SE,2022-2023,44,13,43,116.25,272,484.0999999999999
SE,2022-2023,45,12,36.5,108.25,280,512.0999999999999
SE,2022-2023,46,12,35,107.25,258.10000000000014,438.3499999999997
SE,2022-2023,47,10,33,90,225.20000000000027,383.4499999999996
SE,2022-2023,48,10,30,84,202,338.04999999999995
SE,2022-2023,49,9.75,27,75,180.10000000000014,317.2499999999998
SE,2022-2023,50,9,27,75,180,324.04999999999995
SE,2022-2023,51,8,26,72,179,316
SE,2022-2023,52,9,25,70,181,327.04999999999995
SP,2022-2023,1,402,614.5,1021.5,1823.1000000000001,2974.2999999999997
SP,2022-2023,2,421,651.5,1075.25,1876.4000000000005,2907.05
SP,2022-2023,3,456.5,691.5,1151.75,2032.1000000000001,3273.5999999999985
SP,2022-2023,4,487.75,734.5,1209.75,2147.3,3272.3499999999976
SP,2022-2023,5,515,774.5,1268,2342.4000000000015,3573.499999999997
SP,2022-2023,6,546.75,848,1385.25,2565.300000000002,3854.449999999998
SP,2022-2023,7,601.75,926.5,1535.25,2810.2000000000003,4472.3499999999995
SP,2022-2023,8,653.75,992.5,1615.5,2957.800000000001,4766.0999999999985
SP,2022-2023,9,723,1103,1908,3490.4000000000005,5481.25
SP,2022-2023,10,808,1225,2157.75,3847.500000000001,6265.25
SP,2022-2023,11,932,1442,2429.25,4446.900000000002,6964.699999999999
SP,2022-2023,12,1118,1714,3021.25,5373.2,8323.949999999997
SP,2022-2023,13,1280,2020.5,3526,6440.800000000003,9858.8
SP,2022-2023,14,1543.25,2444,4500,7885.600000000004,13720.449999999999
SP,2022-2023,15,1873.75,3102.5,5260.5,9966.000000000002,16256.399999999998
SP,2022-2023,16,2283.75,3623.5,6318.25,12925.400000000003,19201.100000000002
SP,2022-2023,17,2641.75,4346.5,7812.5,15457.600000000002,23846.349999999988
SP,2022-2023,18,3124.75,5067.5,8904.75,16189.2,28090.24999999999
SP,2022-2023,19,3557.75,5730.5,10281.5,19302.4,33759.299999999974
SP,2022-2023,20,3945.75,6239.5,11145.5,21269.2,34858.749999999985
SP,2022-2023,21,4287.5,6914,12219.75,21923.100000000002,35883.299999999996
SP,2022-2023,22,4637.5,7272.5,12404,23546.40000000002,38621.24999999997
SP,2022-2023,23,5037.75,7706.5,13025.75,24520.600000000013,38051.299999999974
SP,2022-2023,24,5260.75,8005.5,13464.25,27186.200000000004,42913.24999999997
SP,2022-2023,25,5772,8860,14530.25,27351.9,44351.84999999999
SP,2022-2023,26,5834.25,8843,14727.25,26968.700000000004,45988.89999999998
SP,2022-2023,27,5989.75,9111,15170,27911.20000000001,42146.49999999999
SP,2022-2023,28,5869.75,8878,15237.25,28019.600000000017,43533.05
SP,2022-2023,29,5657.75,8673.5,14384,26759.1,40244.899999999994
SP,2022-2023,30,5101.75,7822.5,13568.25,23728.1,34067.45
SP,2022-2023,31,4538.75,6833,11046.75,21124.000000000004,33280.499999999985
SP,2022-2023,32,3763,6005,9879,17683.30000000001,25673.94999999998
SP,2022-2023,33,2974.25,4544.5,7840.25,13636.100000000011,22652.85
SP,2022-2023,34,2397.75,3636.5,6042,11763.600000000004,16855.349999999995
SP,2022-2023,35,1895,2918,4915.75,9113.700000000004,13016.249999999995
SP,2022-2023,36,1473,2277.5,3826.75,6827.9000000000015,11147.299999999987
SP,2022-2023,37,1148.75,1773,3025,5739.700000000005,8763.199999999995
SP,2022-2023,38,903,1368,2351.75,4299.700000000001,6814.299999999998
SP,2022-2023,39,745.75,1105.5,1871.5,3447.9000000000024,5447.0999999999995
SP,2022-2023,40,602,916.5,1581.25,2886.3,4248
SP,2022-2023,41,506.75,770.5,1284,2407.9000000000024,3696.899999999999
SP,2022-2023,42,418.75,671.5,1141.25,2189.2000000000003,3310.3999999999996
SP,2022-2023,43,371,601.5,1017.25,1875.3000000000004,2903.3999999999996
SP,2022-2023,44,336,515,902.25,1591.700000000001,2300.999999999999
SP,2022-2023,45,319,493,866.25,1459.2000000000003,2177.849999999999
SP,2022-2023,46,310.5,481,809.5,1453.3000000000004,2298.899999999999
SP,2022-2023,47,297,466,769.5,1394.2000000000016,2282.4999999999977
SP,2022-2023,48,297.75,467.5,783,1487.7000000000023,2441.2
SP,2022-2023,49,310,480,788,1513.2000000000003,2318.45
SP,2022-2023,50,319,517,890.25,1628.2000000000003,2419.3
SP,2022-2023,51,350,547,938.25,1605.3000000000004,2555.5
SP,2022-2023,52,370,570,983.25,1737.5000000000007,2661.649999999999
TO,2022-2023,1,15,28,50,95,148.04999999999995
TO,2022-2023,2,17,31,58,111.10000000000014,166.0999999999999
TO,2022-2023,3,19,36,67,119,175.04999999999995
TO,2022-2023,4,23,42,79,147,221
TO,2022-2023,5,27,52,92,164.20000000000027,264.04999999999995
TO,2022-2023,6,34,61,117,219.20000000000027,314
TO,2022-2023,7,40,73.5,137,259,357.04999999999995
TO,2022-2023,8,49,87.5,162,303.10000000000014,462
TO,2022-2023,9,53,96,181.25,336.10000000000014,495.14999999999986
TO,2022-2023,10,56,105,199,363,549.1999999999998
TO,2022-2023,11,64,116.5,221,417.10000000000014,640.3499999999997
TO,2022-2023,12,69,128,246,440.10000000000014,715
TO,2022-2023,13,76,142,262,513.1000000000001,748.05
TO,2022-2023,14,85.75,159.5,299,572,845.4999999999995
TO,2022-2023,15,96,177,334,592,887.6499999999994
TO,2022-2023,16,106,199,358,643.1000000000001,990.0999999999999
TO,2022-2023,17,117,208,376,682,1091.05
TO,2022-2023,18,120,218,403,745.6000000000008,1132.3999999999996
TO,2022-2023,19,124.75,227,416.25,736,1172.3999999999996
TO,2022-2023,20,121,214,405,769.700000000001,1115.05
TO,2022-2023,21,126,217,394,715,1106.4499999999996
TO,2022-2023,22,121,228,411,737.2000000000003,1091.2499999999998
TO,2022-2023,23,118,212,379.25,673.1000000000001,1013.5999999999995
TO,2022-2023,24,116,210,388,702.3000000000004,1027.05
TO,2022-2023,25,119,219,389,700,1070.1499999999999
TO,2022-2023,26,117,210,366,655.4000000000005,1010.6999999999994
TO,2022-2023,27,116,205,376,632.1000000000001,997.4499999999996
TO,2022-2023,28,111,203.5,374,729.6000000000008,1078.2999999999997
TO,2022-2023,29,107,189,350,638.2000000000003,951.05
TO,2022-2023,30,102,186,336.25,600.1000000000001,948.05
TO,2022-2023,31,97,176.5,327.25,577.1000000000001,899.1999999999998
TO,2022-2023,32,88,155,289.25,539,787.0999999999999
TO,2022-2023,33,75,140,248.25,484,707.1499999999999
TO,2022-2023,34,65,119,221.25,410.10000000000014,640.2499999999998
TO,2022-2023,35,56,101,187,339,494.2999999999997
TO,2022-2023,36,48,88,161,287,449.04999999999995
TO,2022-2023,37,40,72,142,263.10000000000014,380.04999999999995
TO,2022-2023,38,34,65,118,221.10000000000014,345
TO,2022-2023,39,29,53,102,187.10000000000014,287.04999999999995
TO,2022-2023,40,25,46.5,88,159.10000000000014,235.24999999999977
TO,2022-2023,41,22,40,75,141,233.0999999999999
TO,2022-2023,42,20,36,66,126.10000000000014,203.0999999999999
TO,2022-2023,43,18,34,64,118.10000000000014,179.04999999999995
TO,2022-2023,44,17,32,61,113,167
TO,2022-2023,45,16,29,57,102,161.04999999999995
TO,2022-2023,46,14,28,50,94,143
TO,2022-2023,47,13.75,25,47,89,137.04999999999995
TO,2022-2023,48,14,26,48,89.10000000000014,133.0999999999999
TO,2022-2023,49,12,24,46,82,134
TO,2022-2023,50,12,23,46,85.10000000000014,126
TO,2022-2023,51,13,25,47,90,127
TO,2022-2023,52,13,25,48,90,132.04999999999995
AC,2023-2024,1,22,43,80,145,204
AC,2023-2024,2,25,48,96,174,247.0999999999999
AC,2023-2024,3,29,57,107,200.10000000000014,295
AC,2023-2024,4,34,66,131,248,336.04999999999995
AC,2023-2024,5,39,79,148.25,272.10000000000014,381.04999999999995
AC,2023-2024,6,45,89.5,176,303,445.04999999999995
AC,2023-2024,7,50,100,196.25,355.10000000000014,524.2499999999998
AC,2023-2024,8,57,111,209,367,545.05
AC,2023-2024,9,61,116,232,422,605
AC,2023-2024,10,64,131.5,246,431,618.2999999999997
AC,2023-2024,11,68,133,261.25,450,624.0999999999999
AC,2023-2024,12,73,147,290,528.2000000000003,788.1999999999998
AC,2023-2024,13,83,163,310.25,577.2000000000003,833.1499999999999
AC,2023-2024,14,87,177,352.25,623.3000000000004,933.0999999999999
AC,2023-2024,15,93.75,191.5,367,665,950
AC,2023-2024,16,103,200.5,382,694.4000000000005,1026.2499999999998
AC,2023-2024,17,102,191.5,373.25,679,929.1499999999999
AC,2023-2024,18,101,199,386,708,1008.0999999999999
AC,2023-2024,19,93,185,368.25,640.0000000000014,967
AC,2023-2024,20,94,170,321,581,851.05
AC,2023-2024,21,81,157.5,306.25,550.1000000000001,790.0999999999999
AC,2023-2024,22,70,140,271,507,705.4999999999995
AC,2023-2024,23,65,126.5,238,430.2000000000003,596.0999999999999
AC,2023-2024,24,54.75,107,210,379,536
AC,2023-2024,25,49,96,180,319.10000000000014,486.04999999999995
AC,2023-2024,26,45,86,166.25,322.2000000000003,453.0999999999999
AC,2023-2024,27,40,78,156,275.10000000000014,379
AC,2023-2024,28,35.75,71,137,249.10000000000014,359.04999999999995
AC,2023-2024,29,34,64,123,238,329.04999999999995
AC,2023-2024,30,31,59,111.25,197,290
AC,2023-2024,31,26,53,100,184,292.3499999999997
AC,2023-2024,32,25,49,94.25,163.10000000000014,234.0999999999999
AC,2023-2024,33,21,43,82.25,145,207.14999999999986
AC,2023-2024,34,19,38,74,135.10000000000014,194
AC,2023-2024,35,17,33,66.25,117,167.04999999999995
AC,2023-2024,36,14,30,56,106.10000000000014,162
AC,2023-2024,37,14,27,53,92,146
AC,2023-2024,38,12,26,48,90.10000000000014,134.04999999999995
AC,2023-2024,39,12,24,48,91.10000000000014,123
AC,2023-2024,40,11,24,45,82,116.04999999999995
AC,2023-2024,41,11,23,44,80,119.14999999999986
AC,2023-2024,42,11,21,42,76,108.09999999999991
AC,2023-2024,43,10,21,41,72,104
AC,2023-2024,44,10,20,39,70,101.04999999999995
AC,2023-2024,45,10,19.5,40,70,103
AC,2023-2024,46,10,20,40,67,97.04999999999995
AC,2023-2024,47,11,21,43,73,105
AC,2023-2024,48,11,22,41,76,116.04999999999995
AC,2023-2024,49,13,25,48,86.10000000000014,128.0999999999999
AC,2023-2024,50,13,28,53,93,139.04999999999995
AC,2023-2024,51,17,33,62,110.10000000000014,159.04999999999995
AC,2023-2024,52,18,37,72,131,188.04999999999995
AL,2023-2024,1,49,104,230.25,508,845.3999999999996
AL,2023-2024,2,49,97,224.25,467.3000000000004,796.05
AL,2023-2024,3,45,99,205,458.3000000000004,725
AL,2023-2024,4,40,91.5,200.25,437.2000000000003,754.6999999999994
AL,2023-2024,5,40,85,186.25,406.2000000000003,690.6499999999994
AL,2023-2024,6,38,80,178.25,378.10000000000014,620.5999999999995
AL,2023-2024,7,33,74,163,353.6000000000008,585.0999999999999
AL,2023-2024,8,32,67,154,328.10000000000014,540.0999999999999
AL,2023-2024,9,30,66,151,315.3000000000004,545.2999999999997
AL,2023-2024,10,28.75,62,134,300.10000000000014,524.0999999999999
AL,2023-2024,11,27,60,129,269.10000000000014,415
AL,2023-2024,12,28,61,131,283.2000000000003,463.04999999999995
AL,2023-2024,13,28,61.5,131,284.10000000000014,452.6499999999994
AL,2023-2024,14,28,62,138.25,293.10000000000014,502.49999999999955
AL,2023-2024,15,29,65,141,297.10000000000014,484.3499999999997
AL,2023-2024,16,32,71,153,315.10000000000014,475.04999999999995
AL,2023-2024,17,32,72,158,335,535.1499999999999
AL,2023-2024,18,34,73,156.25,343.2000000000003,549.1499999999999
AL,2023-2024,19,37,79,169.25,380,612
AL,2023-2024,20,39.75,86,182,401.2000000000003,667.05
AL,2023-2024,21,41,89,195.25,438.10000000000014,707.0999999999999
AL,2023-2024,22,47,96,208.25,429.3000000000004,695.2499999999998
AL,2023-2024,23,46,103,223.25,493.2000000000003,823.0999999999999
AL,2023-2024,24,48,112,243,535.2000000000003,818.05
AL,2023-2024,25,55,122,257.25,552.2000000000003,901.8999999999992
AL,2023-2024,26,59,129,271.25,632.2000000000003,1068.05
AL,2023-2024,27,66,137,301.75,643.1000000000015,1074.1
AL,2023-2024,28,70,154,346,774,1221.2999999999997
AL,2023-2024,29,81.75,182,393.25,859.1000000000001,1366.3999999999996
AL,2023-2024,30,94.75,203,451.25,956.2000000000003,1538.4999999999995
AL,2023-2024,31,102,220,478.25,1019.1000000000001,1608.05
AL,2023-2024,32,105,235,509,1075.1000000000001,1946.2999999999997
AL,2023-2024,33,121,258.5,561,1224.1000000000001,2003.8499999999983
AL,2023-2024,34,119.75,261.5,561.25,1338,2079.449999999998
AL,2023-2024,35,126,267,582.75,1337.5000000000007,2069.05
AL,2023-2024,36,124,272,581,1224.1000000000015,2027
AL,2023-2024,37,127,278,629.25,1338.1000000000015,2173.2999999999993
AL,2023-2024,38,124,268,562.75,1255.1000000000001,1971.7499999999984
AL,2023-2024,39,118,255.5,567.25,1236.700000000001,1939.0499999999972
AL,2023-2024,40,122,249.5,553,1187,1903.05
AL,2023-2024,41,112,247,532.5,1128.9000000000012,1928.2499999999998
AL,2023-2024,42,104,216,483,1118.9000000000012,1780.6499999999994
AL,2023-2024,43,97,216,477,1065.5000000000007,1669.149999999999
AL,2023-2024,44,89,196.5,425.25,865.1000000000001,1484.2999999999997
AL,2023-2024,45,81,174,385.25,902.1000000000001,1575.1499999999999
AL,2023-2024,46,74,156,344,768.3000000000004,1190.1999999999998
AL,2023-2024,47,67,145,322,658.1000000000001,1059.4999999999995
AL,2023-2024,48,62,137,297.25,626,1014.199999999998
AL,2023-2024,49,59,130,283.25,580.2000000000003,982.2499999999998
AL,2023-2024,50,55,120,258,545,888.2999999999997
AL,2023-2024,51,49,113,252.25,527,954.4999999999995
AL,2023-2024,52,50,111,242,545.4000000000005,889.3499999999997
AM,2023-2024,1,34,58,94,156,219.04999999999995
AM,2023-2024,2,35,59,96,151.10000000000014,212.04999999999995
